COREF,n_mentions,n_prop,n_pron,n_nom,top_text
3,23,15,8,0,Hades
747,22,6,16,0,Hecuba
6630,22,0,4,18,the other gods
6475,22,0,8,14,her father
2070,22,0,16,6,their
9100,22,0,17,5,him
1718,22,0,20,2,his
7214,21,0,20,1,his
786,21,7,14,0,Thrasymedes
7783,21,0,20,1,him
6587,21,0,11,10,the blessed gods
1111,21,0,8,13,his daughter
679,21,6,15,0,Tros
584,21,15,6,0,Helenus
7154,20,0,1,19,the foe
509,20,5,15,0,Euryalus
7145,20,0,11,9,the enemy
2005,20,0,18,2,his
4318,20,0,19,1,his
3569,20,0,19,1,their
2444,20,0,20,0,I
6874,20,0,4,16,your father
651,19,10,9,0,Antilochus
507,19,17,2,0,Menestheus
6626,19,0,4,15,gods
0,19,0,19,0,me
2525,19,0,19,0,his
2485,19,0,8,11,the women
2036,19,0,0,19,his comrade
1371,19,0,19,0,they
2866,19,0,19,0,I
931,18,7,11,0,Peneleos
471,18,1,17,0,Wife
1084,18,5,13,0,Epeus
619,18,12,6,0,Clytius
6245,18,0,18,0,he
6895,18,0,3,15,Trojans
2789,18,0,18,0,his
1382,18,0,14,4,their
7738,18,0,13,5,they
705,18,14,4,0,the Lycians
5707,18,0,18,0,us
6423,18,0,17,1,they
3465,18,0,15,3,him
6421,18,0,18,0,my
6671,18,0,16,2,you
766,17,8,9,0,Tydeus
6927,17,0,8,9,your son
5911,17,0,16,1,me
1883,17,0,12,5,you
782,17,14,3,0,Hercules
622,17,10,7,0,Laomedon
2597,17,0,10,7,Nestor knight of Gerene
7844,17,0,17,0,we
776,17,6,11,0,Melanippus
6624,17,0,8,9,goddess
6774,17,0,1,16,women
6407,17,0,16,1,them
3022,16,0,11,5,I
1169,16,0,16,0,them
459,16,9,7,0,Talthybius
6619,16,0,13,3,him
605,16,16,0,0,Aeacus
6736,16,0,9,7,noble son of Laertes
562,16,6,10,0,Polypoetes
6826,16,0,12,4,you
4087,16,0,16,0,you
1244,16,0,16,0,I
2633,16,0,16,0,they
2938,16,0,16,0,our
846,16,2,14,0,Dog
1790,16,0,8,8,the hosts
3649,16,0,11,5,the son of Oileus
519,16,12,4,0,Iphiclus
6251,16,0,16,0,me
643,16,5,11,0,Ulysses
537,15,13,2,0,Boreas
1043,15,4,11,0,Achilles
6445,15,0,12,3,you
644,15,3,12,0,Peteos
6811,15,0,5,10,Achaeans
3595,15,0,15,0,they
2275,15,0,12,3,them
10155,15,0,15,0,you
6526,15,0,14,1,you
1981,15,0,11,4,the son of Capaneus
7773,15,0,6,9,the Myrmidons
3111,15,0,15,0,they
1952,15,0,0,15,the crowd
1222,15,0,12,3,him
5881,15,0,14,1,their
8966,15,0,15,0,we
1333,15,0,14,1,he
1385,14,0,8,6,each
2140,14,0,14,0,them
440,14,6,8,0,Calchas
11255,14,0,14,0,you
6995,14,0,0,14,their wives
1829,14,0,10,4,they
6823,14,0,10,4,his
8855,14,0,9,5,Neptune lord of the earthquake
6520,14,0,7,7,daughter of aegis - bearing Jove
8114,14,0,14,0,you
6260,14,0,14,0,they
10173,14,0,14,0,you
4944,14,0,14,0,them
1527,14,0,9,5,These
4839,14,0,14,0,he
1178,14,0,5,9,the woman
6562,13,0,2,11,your mother
1232,13,0,12,1,he
2841,13,0,13,0,them
9924,13,0,12,1,him
7329,13,0,13,0,your
7649,13,0,0,13,mother
2379,13,0,7,6,Diomed son of Tydeus
4657,13,0,12,1,his
1200,13,0,10,3,them
618,13,4,9,0,Lampus
5201,13,0,12,1,his
9625,13,0,12,1,you
11330,13,0,12,1,you
1596,13,0,0,13,no one
5127,13,0,13,0,you
834,13,2,11,0,noble Coon
3265,13,0,12,1,he
8788,13,0,13,0,we
7503,13,0,3,10,many
10560,13,0,12,1,you
4962,13,0,12,1,their
6793,13,0,0,13,children
7770,13,0,10,3,his
445,13,10,3,0,Idomeneus
1204,12,0,2,10,all
4227,12,0,12,0,he
8491,12,0,12,0,our
880,12,2,10,0,brave Epicles
5960,12,0,12,0,they
2706,12,0,10,2,you
2924,12,0,11,1,I
2822,12,0,11,1,they
7409,12,0,1,11,mortals
631,12,6,6,0,Apollo
1892,12,0,9,3,them
1310,12,0,0,12,each other
936,12,2,10,0,Hyperenor
7643,12,0,7,5,the child
573,12,5,7,0,Polites
7178,12,0,12,0,we
9634,12,0,10,2,his
899,12,2,10,0,Euchenor
3458,12,0,12,0,him
736,12,9,3,0,Hippolochus
741,12,5,7,0,Proetus
5259,12,0,12,0,He
3758,11,0,10,1,they
1911,11,0,8,3,they
1202,11,0,7,4,the young men
2382,11,0,11,0,him
2926,11,0,9,2,them
4607,11,0,9,2,his
520,11,7,4,0,Amphimachus
1308,11,0,9,2,they
711,11,10,1,0,Helenus
1038,11,3,8,0,Folly
1086,11,4,7,0,Teucer
5002,11,0,11,0,he
10913,11,0,11,0,you
4243,11,0,11,0,his
1762,11,0,3,8,the Lycians
4251,11,0,10,1,their
1091,11,4,7,0,Niobe
1279,11,0,7,4,the elders
6634,11,0,2,9,their king
5519,11,0,11,0,I
8192,11,0,0,11,son
893,11,3,8,0,Othryoneus
1211,11,0,2,9,the host of the Achaeans
10333,11,0,11,0,they
4178,11,0,9,2,I
5833,11,0,11,0,he
2863,11,0,11,0,you
6713,11,0,11,0,we
2189,11,0,10,1,her
9239,11,0,9,2,you
6566,11,0,6,5,this fellow
6843,11,0,11,0,your
1099,11,0,0,11,king of men
3075,11,0,7,4,his
2288,10,0,9,1,he
8918,10,0,10,0,us
9547,10,0,10,0,we
477,10,10,0,0,Argus
8869,10,0,10,0,we
4838,10,0,10,0,me
4506,10,0,9,1,they
4862,10,0,10,0,he
10201,10,0,10,0,our
864,10,3,7,0,Mulius
9309,10,0,8,2,you
951,10,1,9,0,Cleitus
1003,10,2,8,0,Thersilochus
5971,10,0,10,0,they
2282,10,0,1,9,his charioteer
8827,10,0,10,0,we
6046,10,0,6,4,the driver
1493,10,0,8,2,them
5265,10,0,9,1,they
4551,10,0,10,0,they
4070,10,0,10,0,we
7739,10,0,7,3,him
3923,10,0,9,1,him
6665,10,0,0,10,much people
6552,10,0,9,1,they
3023,10,0,4,6,Menelaus son of Atreus
6538,10,0,4,6,your men
2712,10,0,8,2,his
7045,10,0,5,5,the other Trojans
6763,10,0,3,7,the son of scheming Saturn
6478,10,0,5,5,this girl
2662,10,0,8,2,me
3752,10,0,9,1,I
3832,10,0,10,0,they
7644,10,0,8,2,you
7391,10,0,10,0,you
1472,10,0,6,4,foot soldiers
7453,10,0,9,1,her
738,10,2,8,0,Bacchus
7690,10,0,10,0,you
737,10,6,4,0,Lycurgus
1176,10,0,1,9,the heralds
6863,9,0,2,7,his own people
5192,9,0,8,1,he
2305,9,0,5,4,the Trojan chieftains
7940,9,0,3,6,a woman
5237,9,0,8,1,they
3082,9,0,8,1,them
9013,9,0,9,0,our
672,9,3,6,0,Theano
7825,9,0,3,6,my sons
4172,9,0,8,1,him
3787,9,0,5,4,the son of Telamon
7029,9,0,0,9,allies
9245,9,0,9,0,they
926,9,4,5,0,Jove
5401,9,0,9,0,them
3037,9,0,9,0,they
932,9,3,6,0,Ilioneus
4005,9,0,8,1,they
9328,9,0,5,4,the son of Panthous
9514,9,0,9,0,we
3743,9,0,9,0,their
939,9,1,8,0,Madman
7024,9,0,3,6,Wife
553,9,5,4,0,Medon
10030,9,0,8,1,you
7471,9,0,4,5,a goddess
1343,9,0,9,0,he
847,9,1,8,0,Archer
8383,9,0,5,4,his
6461,9,0,5,4,a king
658,9,1,8,0,Democoon
1460,9,0,8,1,him
7502,9,0,0,9,mankind
8609,9,0,8,1,him
4700,9,0,9,0,he
1174,9,0,2,7,his dear comrade
8780,9,0,7,2,you
1838,9,0,3,6,the chieftains
6531,9,0,2,7,your people
6249,9,0,8,1,you
3280,9,0,8,1,he
2836,9,0,8,1,her
7561,9,0,0,9,a child
7352,9,0,2,7,some god
6304,9,0,6,3,the bringer of good luck
10278,9,0,9,0,us
5100,9,0,8,1,I
3996,8,0,4,4,Ajax son of Oileus
6926,8,0,3,5,my husband
5502,8,0,8,0,my
1700,8,0,0,8,their allies
1940,8,0,8,0,they
971,8,6,2,0,Alcimedon
11312,8,0,8,0,we
3747,8,0,8,0,they
7263,8,0,8,0,them
493,8,4,4,0,Ascalaphus
3592,8,0,7,1,him
7239,8,0,1,7,some one
7031,8,0,4,4,the goddesses
981,8,1,7,0,Erylaus
5250,8,0,7,1,they
9809,8,0,7,1,you
1887,8,0,8,0,they
7184,8,0,4,4,my friend
7117,8,0,1,7,the other Achaeans
1055,8,1,7,0,Hound
10526,8,0,7,1,you
6300,8,0,8,0,us
9553,8,0,7,1,her
2964,8,0,6,2,the other chieftains
10764,8,0,7,1,he
6588,8,0,0,8,mortal men
1077,8,1,7,0,Spercheius
596,8,3,5,0,Ennomus the augur
2352,8,0,8,0,them
6556,8,0,8,0,you
602,8,2,6,0,Nastes
10266,8,0,7,1,him
2707,8,0,8,0,we
878,8,1,7,0,Sirs
877,8,5,3,0,Ajaxes
8356,8,0,6,2,they
6141,8,0,8,0,they
6484,8,0,2,6,Most noble son of Atreus
6474,8,0,3,5,the girl
10215,8,0,7,1,you
4234,8,0,8,0,them
1189,8,0,8,0,they
1481,8,0,6,2,I
10903,8,0,7,1,he
6277,8,0,8,0,they
2917,8,0,7,1,them
6455,8,0,8,0,we
5635,8,0,8,0,he
581,8,3,5,0,Merops of Percote
788,8,5,3,0,Deipyrus
7735,8,0,8,0,your
6780,8,0,0,8,princes
5737,8,0,7,1,them
5747,8,0,7,1,her
4113,8,0,8,0,you
9459,8,0,8,0,us
5620,8,0,7,1,him
6702,8,0,0,8,heroes
3052,8,0,8,0,they
4179,8,0,7,1,he
7853,8,0,0,8,Dardanians
3999,7,0,6,1,they
2002,7,0,2,5,the shepherd
2487,7,0,3,4,the daughter of great Jove
3467,7,0,5,2,he
4112,7,0,6,1,they
3642,7,0,6,1,he
1252,7,0,4,3,the Muses
3515,7,0,7,0,them
2400,7,0,0,7,his squire
1812,7,0,7,0,they
2556,7,0,4,3,their
1250,7,0,1,6,every one
1237,7,0,5,2,she
2255,7,0,7,0,they
4632,7,0,6,1,their
3122,7,0,7,0,her
2022,7,0,0,7,his parents
4622,7,0,6,1,they
6096,7,0,6,1,their
10241,7,0,6,1,he
640,7,7,0,0,Chromius
10276,7,0,5,2,the old man of the sea
8230,7,0,4,3,hero
6481,7,0,5,2,your
8297,7,0,3,4,people
6447,7,0,7,0,them
832,7,4,3,0,Iphidamas
6443,7,0,6,1,her
1024,7,4,3,0,Jove
1072,7,1,6,0,Crook
8405,7,0,6,1,they
6040,7,0,6,1,they
8503,7,0,6,1,them
8574,7,0,0,7,the other
585,7,7,0,0,Hippothous
5787,7,0,7,0,they
5783,7,0,7,0,him
6586,7,0,4,3,the girl Briseis
6662,7,0,3,4,Dread son of Saturn
5714,7,0,7,0,her
6840,7,0,7,0,we
7019,7,0,6,1,you
6969,7,0,7,0,they
7114,7,0,2,5,the princes
1053,7,1,6,0,Demoleon
692,7,3,4,0,the Cyprian
7256,7,0,2,5,the one
7268,7,0,6,1,you
10640,7,0,5,2,he
667,7,6,1,0,Idomeneus
7439,7,0,1,6,servants of Mars
7482,7,0,6,1,you
7545,7,0,0,7,all the gods
762,7,6,1,0,Jason
7684,7,0,4,3,the Trojan host
6755,7,0,0,7,a coward
6680,7,0,0,7,his host
5733,7,0,6,1,he
1060,7,2,5,0,Rhigmus
8748,7,0,2,5,a hero
9152,7,0,7,0,our
4878,7,0,7,0,I
490,7,5,2,0,Leitus
9830,7,0,7,0,us
5145,7,0,7,0,you
523,7,4,3,0,Diores
9690,7,0,6,1,him
9607,7,0,7,0,you
891,7,3,4,0,Deucalion
960,7,2,5,0,Hiketaon
552,7,1,6,0,Philoctetes
532,7,4,3,0,the Aetolians
9064,7,0,5,2,his
8448,6,0,6,0,you
7270,6,0,4,2,you
3078,6,0,6,0,them
8588,6,0,5,1,he
894,6,2,4,0,Cassandra
9769,6,0,4,2,the two of us
979,6,2,4,0,Erymas
1852,6,0,4,2,the two hosts
3327,6,0,6,0,they
3384,6,0,1,5,both men
9791,6,0,5,1,his
9813,6,0,5,1,you
3417,6,0,5,1,they
483,6,1,5,0,Sirrah
7278,6,0,0,6,my dear son
2465,6,0,5,1,her
3069,6,0,6,0,they
1803,6,0,6,0,them
1788,6,0,6,0,they
7245,6,0,6,0,they
3585,6,0,5,1,his
7216,6,0,1,5,a brave man
1785,6,0,6,0,them
1332,6,0,2,4,the rest
3641,6,0,5,1,them
3731,6,0,6,0,their
3741,6,0,6,0,he
8928,6,0,5,1,their
1684,6,0,1,5,Priam ’s son
2443,6,0,5,1,my
7712,6,0,5,1,you
8985,6,0,5,1,him
2654,6,0,6,0,he
7715,6,0,6,0,us
2655,6,0,6,0,them
2253,6,0,0,6,the foremost
2206,6,0,6,0,them
6992,6,0,5,1,their
8361,6,0,6,0,you
8326,6,0,5,1,they
2614,6,0,6,0,you
2729,6,0,5,1,his
9368,6,0,0,6,Achilles son of Peleus
2106,6,0,2,4,The son of Phyleus
9469,6,0,5,1,him
829,6,3,3,0,Antimachus
2060,6,0,0,6,her mother
953,6,3,3,0,Polydamas
9599,6,0,5,1,they
2285,6,0,6,0,them
2864,6,0,6,0,We
8100,6,0,6,0,our
2913,6,0,5,1,they
8082,6,0,6,0,us
2935,6,0,5,1,them
800,6,3,3,0,the Curetes
2561,6,0,5,1,he
8558,6,0,5,1,he
968,6,1,5,0,Polymele
7960,6,0,6,0,our
1919,6,0,6,0,he
482,6,6,0,0,Laertes
1669,6,0,0,6,son of Telamon
1301,6,0,0,6,guide and guardian
527,6,6,0,0,Meges
5270,6,0,5,1,them
6806,6,0,5,1,her
529,6,4,2,0,Thoas
1242,6,0,5,1,my
4129,6,0,6,0,they
6768,6,0,3,3,some Trojan
5387,6,0,6,0,we
540,6,6,0,0,Antiphus
6672,6,0,4,2,you
5628,6,0,5,1,I
6658,6,0,0,6,my wife
664,6,3,3,0,Phegeus
4218,6,0,6,0,he
4474,6,0,6,0,he
444,6,5,1,0,Chryseis
6492,6,0,6,0,us
10837,6,0,6,0,our
647,6,3,3,0,the Cadmeans
6444,6,0,3,3,son of Jove
1187,6,0,6,0,her
4434,6,0,6,0,their
6167,6,0,6,0,her
5713,6,0,5,1,me
597,6,6,0,0,Phorcys
11006,6,0,6,0,his
6807,6,0,5,1,him
6753,6,0,2,4,kings
5022,6,0,6,0,their
4667,6,0,0,6,Patroclus son of Menoetius
1298,6,0,3,3,the kings
696,6,4,2,0,the Pylians
3869,6,0,2,4,any one
1284,6,0,6,0,us
6906,6,0,2,4,young men
5036,6,0,6,0,his
4049,6,0,6,0,they
4057,6,0,5,1,they
588,6,6,0,0,the Thracians
6820,6,0,0,6,none
9536,5,0,0,5,your parents
8980,5,0,3,2,the leaders of the Lycians
1928,5,0,5,0,your
9890,5,0,4,1,they
994,5,2,3,0,Bathycles
1707,5,0,3,2,They
5670,5,0,5,0,him
4412,5,0,3,2,the sailors
8816,5,0,1,4,their driver
2359,5,0,3,2,their
881,5,2,3,0,Alcmaon
9955,5,0,4,1,their
472,5,1,4,0,the Olympian Thunderer
4709,5,0,4,1,their
872,5,1,4,0,Damasus
4375,5,0,0,5,his brothers
8683,5,0,0,5,counsellors of the Argives
5826,5,0,5,0,he
8661,5,0,4,1,His
865,5,1,4,0,Wounded Eurypylus
8633,5,0,0,5,an immortal
2524,5,0,3,2,the boy
4651,5,0,5,0,them
861,5,1,4,0,Itymoneus
4616,5,0,5,0,they
1856,5,0,5,0,they
5003,5,0,5,0,they
2029,5,0,4,1,he
5492,5,0,3,2,two champions
5338,5,0,5,0,he
5078,5,0,4,1,him
958,5,1,4,0,Croesmus
1850,5,0,5,0,it
2537,5,0,5,0,his
2038,5,0,0,5,the mighty god
5332,5,0,4,1,their
533,5,5,0,0,the Cretans
544,5,3,2,0,Podarces
9438,5,0,1,4,the Achaean heroes
9267,5,0,0,5,his friends
9047,5,0,5,0,we
5596,5,0,4,1,them
5082,5,0,5,0,them
9839,5,0,5,0,we
5658,5,0,4,1,his
9086,5,0,5,0,we
988,5,3,2,0,Death
5116,5,0,5,0,their
9886,5,0,5,0,our
906,5,5,0,0,Morys
5667,5,0,3,2,the gods in heaven
9726,5,0,2,3,Fool
1666,5,0,4,1,They
2541,5,0,4,1,they
3370,5,0,4,1,his
3105,5,0,4,1,them
7654,5,0,4,1,they
6791,5,0,0,5,all mankind
3124,5,0,0,5,immortals
7563,5,0,5,0,you
3179,5,0,4,1,his
4117,5,0,5,0,them
7448,5,0,5,0,our
7380,5,0,0,5,any one else
681,5,1,4,0,King Anchises
731,5,5,0,0,Ulysses
7296,5,0,4,1,he
729,5,1,4,0,Bucolion
3355,5,0,4,1,they
3409,5,0,0,5,his foes
5890,5,0,5,0,they
6864,5,0,0,5,woman
6886,5,0,2,3,the better man
727,5,5,0,0,Pedasus
3472,5,0,4,1,they
6908,5,0,2,3,child
6940,5,0,4,1,them
695,5,5,0,0,Orsilochus
7240,5,0,5,0,us
3902,5,0,5,0,their
3858,5,0,1,4,his esquire
7140,5,0,0,5,all men
7121,5,0,5,0,you
3669,5,0,3,2,the brave Lycians
6950,5,0,5,0,them
6782,5,0,0,5,the sons of Atreus
7797,5,0,0,5,the son of Priam
3027,5,0,5,0,us
3025,5,0,4,1,he
6029,5,0,5,0,them
2604,5,0,5,0,they
8484,5,0,5,0,us
6052,5,0,5,0,they
2622,5,0,5,0,their
4278,5,0,4,1,he
8438,5,0,5,0,our
4272,5,0,3,2,his
7038,5,0,0,5,his children
6240,5,0,4,1,she
634,5,4,1,0,Chiron
2688,5,0,0,5,lord of the earthquake
639,5,5,0,0,Alastor
8352,5,0,3,2,daughters
6391,5,0,5,0,them
2805,5,0,3,2,Eurypylus the brave son of Euaemon
6539,5,0,1,4,the bravest of the Achaeans
818,5,1,4,0,Rhesus
662,5,3,2,0,Dione
8113,5,0,0,5,our host
4221,5,0,4,1,they
8059,5,0,5,0,our
803,5,1,4,0,fair Marpessa
8016,5,0,2,3,all the gods in Olympus
4182,5,0,4,1,his
2999,5,0,5,0,us
7958,5,0,4,1,all of us who are with the Danaans
7897,5,0,0,5,Danaans
7826,5,0,5,0,we
7287,5,0,5,0,him
999,5,5,0,0,Panthous
1285,5,0,0,5,the assembly
1276,5,0,3,2,the criers
10742,5,0,5,0,us
11334,5,0,5,0,our
11238,5,0,5,0,our
1400,5,0,2,3,The chiefs
1458,5,0,5,0,their
10348,5,0,5,0,our
1275,5,0,0,5,the other immortals
10609,5,0,4,1,they
1563,5,0,0,5,peer of murderous Mars
11233,5,0,4,1,you
10968,5,0,4,1,they
10028,5,0,4,1,his
10058,5,0,5,0,their
1441,5,0,5,0,they
10700,5,0,5,0,us
7333,4,0,0,4,your brothers
7411,4,0,3,1,her
7323,4,0,3,1,you
2211,4,0,4,0,her
9674,4,0,2,2,the Lycian captains
6211,4,0,4,0,they
3005,4,0,2,2,those who were on guard
3006,4,0,3,1,their
8044,4,0,3,1,many a man among them
1410,4,0,0,4,goddesses
5195,4,0,4,0,they
6206,4,0,3,1,"her noble son who was to fall far from his own land , on the rich plains of Troy"
2145,4,0,0,4,their father
7336,4,0,1,3,your allies
2204,4,0,1,3,her brother
7406,4,0,4,0,We
2147,4,0,1,3,his kinsmen
2948,4,0,4,0,their
7403,4,0,4,0,he
2161,4,0,4,0,We
611,4,4,0,0,Laodice
5193,4,0,4,0,her
5104,4,0,3,1,their
1044,4,4,0,0,Zephyrus
2202,4,0,4,0,his
1282,4,0,4,0,he
3074,4,0,3,1,their
6367,4,0,4,0,it
9144,4,0,4,0,we
713,4,4,0,0,Simois
827,4,3,1,0,Isus
8244,4,0,3,1,her
4694,4,0,4,0,his
7160,4,0,0,4,our people
8222,4,0,3,1,their
329,4,2,2,0,Protesilaus
4735,4,0,3,1,him
1970,4,0,3,1,them
1974,4,0,3,1,they
8179,4,0,0,4,their host
8165,4,0,4,0,us
3235,4,0,3,1,them
8158,4,0,2,2,The men that dwell there
3198,4,0,3,1,his two sons
7182,4,0,2,2,our men
9747,4,0,4,0,you
4823,4,0,3,1,him
8134,4,0,2,2,seven excellent workwomen
2023,4,0,0,4,the foremost fighters
6438,4,0,2,2,Sons of Atreus
6422,4,0,4,0,her
4893,4,0,4,0,they
4898,4,0,3,1,them
1403,4,0,0,4,the lord of thunder
2049,4,0,3,1,their
9723,4,0,3,1,them
2053,4,0,1,3,the Epeans
7896,4,0,3,1,he
5207,4,0,4,0,them
7872,4,0,4,0,we
742,4,1,3,0,Antea
754,4,2,2,0,Eioneus
5755,4,0,3,1,routed Trojans
9486,4,0,4,0,our
7702,4,0,1,3,the son
5773,4,0,1,3,his dear son
26,4,4,0,0,Scamander
2411,4,0,0,4,Nestor ’s son
938,4,2,2,0,lovely Themis
2390,4,0,3,1,his
548,4,4,0,0,Admetus
5476,4,0,3,1,him
5819,4,0,3,1,the father of all
5467,4,0,4,0,he
1009,4,1,3,0,"King Peleus who is a mortal , while you are yourselves ageless and immortal"
7758,4,0,4,0,you
2448,4,0,3,1,the wives and daughters of the Trojans
5547,4,0,3,1,him
2582,4,0,4,0,his
2578,4,0,4,0,they
2571,4,0,4,0,I
2458,4,0,1,3,his wedded wife
757,4,4,0,0,Priam
5727,4,0,3,1,their
946,4,2,2,0,Mecisteus
765,4,2,2,0,brave Archeptolemus
7608,4,0,1,3,brother
2532,4,0,3,1,him
7618,4,0,2,2,your husband
2520,4,0,3,1,him
563,4,4,0,0,Leonteus
2491,4,0,3,1,the foremost builders in the land
569,4,1,3,0,the Magnetes
2392,4,0,1,3,the Thracians
545,4,3,1,0,Phylacus
524,4,2,2,0,Amarynceus
5286,4,0,3,1,them
7823,4,0,0,4,horsemen
7827,4,0,2,2,they
5957,4,0,4,0,they
9310,4,0,4,0,us
1010,4,4,0,0,Aretus
7449,4,0,1,3,our foes
5281,4,0,4,0,they
752,4,4,0,0,Areithous
2770,4,0,4,0,me
2772,4,0,3,1,you
7865,4,0,4,0,we
9293,4,0,4,0,you
9025,4,0,4,0,you
9621,4,0,4,0,our
7463,4,0,0,4,the wives and little ones of the Trojans
2317,4,0,0,4,the son of Jove
5339,4,0,4,0,him
2325,4,0,0,4,his friend
2689,4,0,4,0,they
7480,4,0,0,4,our wives
5901,4,0,4,0,they
5366,4,0,4,0,he
7489,4,0,3,1,the nursing women who were in charge of frenzied Bacchus
1517,4,0,3,1,Many Arcadians
5374,4,0,4,0,their
11136,4,0,3,1,him
2366,4,0,4,0,them
5421,4,0,3,1,Achilles who had long refused to fight
2373,4,0,0,4,the Aetolians
11016,4,0,2,2,You gods
2649,4,0,0,4,Alexandrus husband of lovely Helen
