chapter,method,text,character
45,chapter_all_gpt-4o-mini_individual,"took the first opportunity of saying, with sneering civility",Miss Bingley
45,chapter_all_gpt-4o-mini_individual,had merely intended to discompose Elizabeth,Miss Bingley
45,chapter_all_gpt-4o-mini_individual,"vented her feelings in criticisms on Elizabeth’s person, behaviour, and dress",Miss Bingley
45,chapter_all_gpt-4o-mini_individual,could not help repeating to him some part of what she had been saying to his sister,Miss Bingley
45,chapter_all_gpt-4o-mini_individual,was engaged by the river,Mr. Gardiner
45,chapter_all_gpt-4o-mini_individual,made an endeavour to introduce some kind of discourse,Mrs. Annesley
45,chapter_all_gpt-4o-mini_individual,appeared,Mr. Darcy
45,chapter_all_gpt-4o-mini_individual,returned to the saloon,Mr. Darcy
45,chapter_all_gpt-4o-mini_individual,responded coolly,Mr. Darcy
45,chapter_all_gpt-4o-mini_individual,noted only by a courtesy,Mrs. Hurst
45,chapter_all_gpt-4o-mini_individual,was sitting there,Miss Darcy
45,chapter_all_gpt-4o-mini_individual,looked as if she wished for courage enough to join in it,Miss Darcy
45,chapter_all_gpt-4o-mini_individual,ventured a short sentence,Miss Darcy
51,chapter_all_gpt-4o-mini_individual,got up,Elizabeth
51,chapter_all_gpt-4o-mini_individual,ran out of the room,Elizabeth
51,chapter_all_gpt-4o-mini_individual,returned,Elizabeth
51,chapter_all_gpt-4o-mini_individual,lifted up his eyes,Mr. Bennet
51,chapter_all_gpt-4o-mini_individual,felt,Jane
51,chapter_all_gpt-4o-mini_individual,was distressed,Jane
51,chapter_all_gpt-4o-mini_individual,ran into the room,Lydia
51,chapter_all_gpt-4o-mini_individual,turned from sister to sister,Lydia
51,chapter_all_gpt-4o-mini_individual,looked eagerly round the room,Lydia
51,chapter_all_gpt-4o-mini_individual,took notice of some little alteration in it,Lydia
51,chapter_all_gpt-4o-mini_individual,observed,Lydia
51,chapter_all_gpt-4o-mini_individual,let down the side glass next to him,Lydia
51,chapter_all_gpt-4o-mini_individual,took off my glove,Lydia
51,chapter_all_gpt-4o-mini_individual,rested my hand upon the window frame,Lydia
51,chapter_all_gpt-4o-mini_individual,bowed,Lydia
51,chapter_all_gpt-4o-mini_individual,smiled,Lydia
51,chapter_all_gpt-4o-mini_individual,went after dinner,Lydia
51,chapter_all_gpt-4o-mini_individual,showed her ring,Lydia
51,chapter_all_gpt-4o-mini_individual,boasted of being married,Lydia
51,chapter_all_gpt-4o-mini_individual,longed to see Mrs. Philips,Lydia
51,chapter_all_gpt-4o-mini_individual,went after dinner,Lydia
51,chapter_all_gpt-4o-mini_individual,stepped forwards,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,embraced her,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,welcomed her,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,gave her hand with an affectionate smile,Mrs. Bennet
50,chapter_all_gpt-4o-mini_individual,delivered on paper his perfect approbation of all that was done,Mr. Bennet
50,chapter_all_gpt-4o-mini_individual,despatched his letter,Mr. Bennet
50,chapter_all_gpt-4o-mini_individual,protested that she should receive from him no mark of affection whatever on the occasion,Mr. Bennet
50,chapter_all_gpt-4o-mini_individual,took her seat at the head of her table,Mrs. Bennet
50,chapter_all_gpt-4o-mini_individual,busily searching through the neighbourhood for a proper situation for her daughter,Mrs. Bennet
50,chapter_all_gpt-4o-mini_individual,rejected many as deficient in size and importance,Mrs. Bennet
50,chapter_all_gpt-4o-mini_individual,wrote again to his brother,Mr. Gardiner
50,chapter_all_gpt-4o-mini_individual,informed them that Mr. Wickham had resolved on quitting the militia,Mr. Gardiner
50,chapter_all_gpt-4o-mini_individual,wrote to Colonel Forster,Mr. Gardiner
44,chapter_all_gpt-4o-mini_individual,settled it,Elizabeth
44,chapter_all_gpt-4o-mini_individual,retreated from the window,Elizabeth
44,chapter_all_gpt-4o-mini_individual,walked up and down the room,Elizabeth
44,chapter_all_gpt-4o-mini_individual,turned away her head,Elizabeth
44,chapter_all_gpt-4o-mini_individual,hurried away to dress,Elizabeth
44,chapter_all_gpt-4o-mini_individual,entered the room,Mr. Bingley
44,chapter_all_gpt-4o-mini_individual,looked,Mr. Bingley
44,chapter_all_gpt-4o-mini_individual,spoke,Mr. Bingley
44,chapter_all_gpt-4o-mini_individual,looked at her niece,Mrs. Gardiner
44,chapter_all_gpt-4o-mini_individual,ventured to engage for her attendance,Mrs. Gardiner
44,chapter_all_gpt-4o-mini_individual,left them soon after breakfast,Mr. Gardiner
44,chapter_all_gpt-4o-mini_individual,told her,Mr. Darcy
44,chapter_all_gpt-4o-mini_individual,called on his sister,Mr. Darcy
44,chapter_all_gpt-4o-mini_individual,"expressed their wish of seeing Mr. and Mrs. Gardiner, and Miss Bennet, to dinner at Pemberley",Mr. Darcy
44,chapter_all_gpt-4o-mini_individual,readily obeyed,Miss Darcy
40,chapter_all_gpt-4o-mini_individual,resolved to suppress every particular in which her sister was concerned,Elizabeth
40,chapter_all_gpt-4o-mini_individual,preparing her to be surprised,Elizabeth
40,chapter_all_gpt-4o-mini_individual,related to her the next morning the chief of the scene between Mr. Darcy and herself,Elizabeth
40,chapter_all_gpt-4o-mini_individual,spoke of the letter,Elizabeth
40,chapter_all_gpt-4o-mini_individual,repeating the whole of its contents as far as they concerned George Wickham,Elizabeth
40,chapter_all_gpt-4o-mini_individual,laboured to prove the probability of error,Elizabeth
40,chapter_all_gpt-4o-mini_individual,"sought to clear one, without involving the other",Elizabeth
40,chapter_all_gpt-4o-mini_individual,"said she, 'this will not do'",Elizabeth
40,chapter_all_gpt-4o-mini_individual,inclined to believe it all Mr. Darcy’s,Elizabeth
40,chapter_all_gpt-4o-mini_individual,expressed discomfort,Elizabeth
40,chapter_all_gpt-4o-mini_individual,paused a little,Elizabeth
40,chapter_all_gpt-4o-mini_individual,expressed her opinion that it ought not to be attempted,Elizabeth
40,chapter_all_gpt-4o-mini_individual,noted that it would not signify to anybody here what he really is,Elizabeth
40,chapter_all_gpt-4o-mini_individual,observed the real state of her sister’s spirits,Elizabeth
40,chapter_all_gpt-4o-mini_individual,noted Jane was not happy,Elizabeth
40,chapter_all_gpt-4o-mini_individual,was sorry that Mr. Darcy should have delivered his sentiments,Jane
40,chapter_all_gpt-4o-mini_individual,was grieved for the unhappiness which her sister’s refusal must have given him,Jane
40,chapter_all_gpt-4o-mini_individual,endeavoured to prove the probability of error,Jane
40,chapter_all_gpt-4o-mini_individual,laboured to seek to clear one without involving the other,Jane
40,chapter_all_gpt-4o-mini_individual,expressed disbelief in Wickham being so very bad,Jane
40,chapter_all_gpt-4o-mini_individual,expressed distress over Mr. Darcy's situation,Jane
40,chapter_all_gpt-4o-mini_individual,showed affection for Bingley,Jane
40,chapter_all_gpt-4o-mini_individual,attempted to manage her feelings,Jane
40,chapter_all_gpt-4o-mini_individual,cherished a very tender affection for Bingley,Jane
40,chapter_all_gpt-4o-mini_individual,declared she was determined never to speak of it again to anybody,Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,"inquired of everybody, too, who is likely to know",Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,expressed her opinion on Jane's situation,Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,stated her comfort in expecting Jane would die of a broken heart,Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,made comments about the Collinses' living situation,Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,hoped it would last,Mrs. Bennet
40,chapter_all_gpt-4o-mini_individual,suggested Charlotte was an excellent manager,Mrs. Bennet
54,chapter_all_gpt-4o-mini_individual,walked out,Elizabeth
54,chapter_all_gpt-4o-mini_individual,eagerly watched,Elizabeth
54,chapter_all_gpt-4o-mini_individual,looked towards,Elizabeth
54,chapter_all_gpt-4o-mini_individual,looked forward,Elizabeth
54,chapter_all_gpt-4o-mini_individual,followed him with her eyes,Elizabeth
54,chapter_all_gpt-4o-mini_individual,seized the opportunity of saying,Elizabeth
54,chapter_all_gpt-4o-mini_individual,lost every expectation of pleasure,Elizabeth
54,chapter_all_gpt-4o-mini_individual,smiled,Elizabeth
54,chapter_all_gpt-4o-mini_individual,said,Mrs. Long
54,chapter_all_gpt-4o-mini_individual,asked,Mrs. Long
54,chapter_all_gpt-4o-mini_individual,joined Elizabeth,Jane
54,chapter_all_gpt-4o-mini_individual,looked round,Jane
54,chapter_all_gpt-4o-mini_individual,smiled,Jane
54,chapter_all_gpt-4o-mini_individual,placed himself by Jane,Mr. Bingley
54,chapter_all_gpt-4o-mini_individual,turned towards Mr. Darcy,Mr. Bingley
54,chapter_all_gpt-4o-mini_individual,walked away,Mr. Darcy
54,chapter_all_gpt-4o-mini_individual,was giving way to happy schemes,Mrs. Bennet
54,chapter_all_gpt-4o-mini_individual,designed to keep the two Netherfield gentlemen to supper,Mrs. Bennet
54,chapter_all_gpt-4o-mini_individual,asked,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,remained quietly in the hall,Elizabeth
55,chapter_all_gpt-4o-mini_individual,returned into the drawing-room,Elizabeth
55,chapter_all_gpt-4o-mini_individual,went to bed,Elizabeth
55,chapter_all_gpt-4o-mini_individual,smiled at the rapidity and ease,Elizabeth
55,chapter_all_gpt-4o-mini_individual,expressed her delight in the prospect,Elizabeth
55,chapter_all_gpt-4o-mini_individual,listened to all he had to say,Elizabeth
55,chapter_all_gpt-4o-mini_individual,retired to the library,Mr. Bennet
55,chapter_all_gpt-4o-mini_individual,spent the morning together,Mr. Bennet
55,chapter_all_gpt-4o-mini_individual,joined them at supper,Mr. Bennet
55,chapter_all_gpt-4o-mini_individual,turned to his daughter,Mr. Bennet
55,chapter_all_gpt-4o-mini_individual,made haste and hurried down,Jane
55,chapter_all_gpt-4o-mini_individual,kissed him,Jane
55,chapter_all_gpt-4o-mini_individual,hastened away to her mother,Jane
55,chapter_all_gpt-4o-mini_individual,embraced her,Jane
55,chapter_all_gpt-4o-mini_individual,went upstairs half an hour ago,Kitty
55,chapter_all_gpt-4o-mini_individual,simpered and smiled,Kitty
55,chapter_all_gpt-4o-mini_individual,called again,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,sat with them above an hour,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,accepted her invitation with alacrity,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,came back to dinner,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,stood together over the hearth,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,rose,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,ran out of the room,Mr. Bingley
55,chapter_all_gpt-4o-mini_individual,went upstairs to her instrument,Mary
55,chapter_all_gpt-4o-mini_individual,petitioned for the use of the library,Mary
55,chapter_all_gpt-4o-mini_individual,invited him to dine with them,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,ran to her daughters’ room,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,sat looking and winking,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,got up,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,took her out of the room,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,broke up the card-party,Mrs. Bennet
55,chapter_all_gpt-4o-mini_individual,talked to Bingley of nothing else,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,tried to be diverted by them,Elizabeth
41,chapter_all_gpt-4o-mini_individual,considered it as the death-warrant of all possibility of common sense for the latter,Elizabeth
41,chapter_all_gpt-4o-mini_individual,secretly advising her father not to let her go,Elizabeth
41,chapter_all_gpt-4o-mini_individual,left him disappointed and sorry,Elizabeth
41,chapter_all_gpt-4o-mini_individual,confident of having performed her duty,Elizabeth
41,chapter_all_gpt-4o-mini_individual,frequently in company with him since her return,Elizabeth
41,chapter_all_gpt-4o-mini_individual,mentioned Colonel Fitzwilliam’s and Mr. Darcy’s having both spent three weeks at Rosings,Elizabeth
41,chapter_all_gpt-4o-mini_individual,smiled at Wickham's alarm,Elizabeth
41,chapter_all_gpt-4o-mini_individual,saw that he wanted to engage her on the old subject of his grievances,Elizabeth
41,chapter_all_gpt-4o-mini_individual,was in no humour to indulge him,Elizabeth
41,chapter_all_gpt-4o-mini_individual,took her hand,Mr. Bennet
41,chapter_all_gpt-4o-mini_individual,heard her attentively,Mr. Bennet
41,chapter_all_gpt-4o-mini_individual,attempted to make her resigned,Jane
41,chapter_all_gpt-4o-mini_individual,spent three weeks at Rosings,Colonel Fitzwilliam
41,chapter_all_gpt-4o-mini_individual,continued in the parlour repining at her fate,Kitty
41,chapter_all_gpt-4o-mini_individual,shed tears,Kitty
41,chapter_all_gpt-4o-mini_individual,invited Lydia to accompany her to Brighton,Colonel Forster
41,chapter_all_gpt-4o-mini_individual,invited Lydia to accompany her to Brighton,Mrs. Forster
41,chapter_all_gpt-4o-mini_individual,flew about the house in restless ecstasy,Lydia
41,chapter_all_gpt-4o-mini_individual,called for everyone’s congratulations,Lydia
41,chapter_all_gpt-4o-mini_individual,laughed and talked with more violence than ever,Lydia
41,chapter_all_gpt-4o-mini_individual,returned with Mrs. Forster to Meryton,Lydia
41,chapter_all_gpt-4o-mini_individual,bidding farewell,Lydia
41,chapter_all_gpt-4o-mini_individual,spent three weeks at Rosings,Mr. Darcy
41,chapter_all_gpt-4o-mini_individual,looked surprised,Wickham
41,chapter_all_gpt-4o-mini_individual,looked displeased,Wickham
41,chapter_all_gpt-4o-mini_individual,looked alarmed,Wickham
41,chapter_all_gpt-4o-mini_individual,replied with a moment’s recollection and a returning smile,Wickham
41,chapter_all_gpt-4o-mini_individual,added with an air of indifference,Wickham
41,chapter_all_gpt-4o-mini_individual,turned to her again,Wickham
41,chapter_all_gpt-4o-mini_individual,shaking off his embarrassment,Wickham
41,chapter_all_gpt-4o-mini_individual,shared all their grief,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,remembered what she had herself endured,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,cried for two days together when Colonel Miller’s regiment went away,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,expressed good wishes for the felicity of her daughter,Mrs. Bennet
41,chapter_all_gpt-4o-mini_individual,gave impressive injunctions that she would not miss the opportunity of enjoying herself,Mrs. Bennet
57,chapter_all_gpt-4o-mini_individual,taken the trouble of this journey from Rosings,Lady Catherine de Bourgh
57,chapter_all_gpt-4o-mini_individual,went down stairs,Elizabeth
57,chapter_all_gpt-4o-mini_individual,followed her father thither,Elizabeth
57,chapter_all_gpt-4o-mini_individual,sat down,Elizabeth
57,chapter_all_gpt-4o-mini_individual,followed her father to the fireplace,Elizabeth
57,chapter_all_gpt-4o-mini_individual,came out of his library,Mr. Bennet
57,chapter_all_gpt-4o-mini_individual,held a letter in his hand,Mr. Bennet
57,chapter_all_gpt-4o-mini_individual,begins with congratulations,Mr. Collins
57,chapter_all_gpt-4o-mini_individual,offers sincere congratulations,Mr. Collins
57,chapter_all_gpt-4o-mini_individual,adds a short hint on another subject,Mr. Collins
43,chapter_all_gpt-4o-mini_individual,watched for the first appearance of Pemberley Woods,Elizabeth
43,chapter_all_gpt-4o-mini_individual,admired every remarkable spot and point of view,Elizabeth
43,chapter_all_gpt-4o-mini_individual,entered the hall,Elizabeth
43,chapter_all_gpt-4o-mini_individual,slightly surveyed the dining-parlour,Elizabeth
43,chapter_all_gpt-4o-mini_individual,went to a window to enjoy its prospect,Elizabeth
43,chapter_all_gpt-4o-mini_individual,looked on the whole scene,Elizabeth
43,chapter_all_gpt-4o-mini_individual,passed into other rooms,Elizabeth
43,chapter_all_gpt-4o-mini_individual,approached to look at a picture,Elizabeth
43,chapter_all_gpt-4o-mini_individual,stood several minutes before the picture in earnest contemplation,Elizabeth
43,chapter_all_gpt-4o-mini_individual,turned back to look again,Elizabeth
43,chapter_all_gpt-4o-mini_individual,walked towards one of the windows,Elizabeth
43,chapter_all_gpt-4o-mini_individual,Listened patiently,Elizabeth
43,chapter_all_gpt-4o-mini_individual,walked on in quest of the only face whose features would be known to her,Elizabeth
43,chapter_all_gpt-4o-mini_individual,felt her cheeks overspread with the deepest blush,Elizabeth
43,chapter_all_gpt-4o-mini_individual,turned away instinctively,Elizabeth
43,chapter_all_gpt-4o-mini_individual,stood together on the lawn,Elizabeth
43,chapter_all_gpt-4o-mini_individual,talked of Matlock and Dovedale with great perseverance,Elizabeth
43,chapter_all_gpt-4o-mini_individual,followed them in silence,Elizabeth
43,chapter_all_gpt-4o-mini_individual,moved slowly towards the house,Elizabeth
43,chapter_all_gpt-4o-mini_individual,looked at her niece with a smile,Mrs. Gardiner
43,chapter_all_gpt-4o-mini_individual,called her to look at a picture,Mrs. Gardiner
43,chapter_all_gpt-4o-mini_individual,walked arm in arm with Elizabeth,Mrs. Gardiner
43,chapter_all_gpt-4o-mini_individual,gave her a look expressive of her wonder,Mrs. Gardiner
43,chapter_all_gpt-4o-mini_individual,lifted her husband's arm for support,Mrs. Gardiner
43,chapter_all_gpt-4o-mini_individual,encouraged communicativeness by his questions and remarks,Mr. Gardiner
43,chapter_all_gpt-4o-mini_individual,expressed a wish of going round the whole park,Mr. Gardiner
43,chapter_all_gpt-4o-mini_individual,walked with Mrs. Gardiner,Mr. Gardiner
43,chapter_all_gpt-4o-mini_individual,asked if they could be introduced to Elizabeth's friends,Mr. Gardiner
43,chapter_all_gpt-4o-mini_individual,talked to the man about the trout in the water,Mr. Gardiner
43,chapter_all_gpt-4o-mini_individual,advanced towards the party,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,took leave,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,asked her to walk into the house,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,invited Mr. Gardiner to fish there,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,turned back and entered into conversation with Mr. Gardiner,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,handed the ladies into the carriage,Mr. Darcy
43,chapter_all_gpt-4o-mini_individual,walked slowly towards the house,Mr. Darcy
42,chapter_all_gpt-4o-mini_individual,rejoiced over Wickham’s departure,Elizabeth
42,chapter_all_gpt-4o-mini_individual,endured to forget what she could not overlook,Elizabeth
42,chapter_all_gpt-4o-mini_individual,prepared for another disappointment,Elizabeth
42,chapter_all_gpt-4o-mini_individual,found herself excessively disappointed,Elizabeth
42,chapter_all_gpt-4o-mini_individual,expressed curiosity to see the house,Elizabeth
42,chapter_all_gpt-4o-mini_individual,married a woman,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,derived benefit from such as are given,Mr. Bennet
42,chapter_all_gpt-4o-mini_individual,attended to them in every way,Jane
42,chapter_all_gpt-4o-mini_individual,teaching them,Jane
42,chapter_all_gpt-4o-mini_individual,playing with them,Jane
42,chapter_all_gpt-4o-mini_individual,loving them,Jane
42,chapter_all_gpt-4o-mini_individual,recovered enough to enter Meryton without tears,Kitty
42,chapter_all_gpt-4o-mini_individual,set off the next morning with Elizabeth,Mrs. Gardiner
42,chapter_all_gpt-4o-mini_individual,expressed an inclination to see the place again,Mrs. Gardiner
42,chapter_all_gpt-4o-mini_individual,abused her stupidity,Mrs. Gardiner
42,chapter_all_gpt-4o-mini_individual,promised to write very often and very minutely,Lydia
42,chapter_all_gpt-4o-mini_individual,set off the next morning with Elizabeth,Mr. Gardiner
42,chapter_all_gpt-4o-mini_individual,declared his willingness,Mr. Gardiner
42,chapter_all_gpt-4o-mini_individual,was restored to her usual querulous serenity,Mrs. Bennet
56,chapter_all_gpt-4o-mini_individual,entered the room,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,sat down,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,rose up,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,opened the doors into the dining-parlour and drawing-room,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,walked on,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,began in the following manner,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,rose as she spoke,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,turned back,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,was highly incensed,Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,"added, turning hastily round",Lady Catherine de Bourgh
56,chapter_all_gpt-4o-mini_individual,obeyed,Elizabeth
56,chapter_all_gpt-4o-mini_individual,running into her own room for her parasol,Elizabeth
56,chapter_all_gpt-4o-mini_individual,attended her noble guest downstairs,Elizabeth
56,chapter_all_gpt-4o-mini_individual,saw that her waiting-woman was in it,Elizabeth
