chapter,method,character,tag,count
46,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,C,2
46,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,I,6
46,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DN,4
46,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DC,6
46,chapter_individual_gpt-4o-mini_individual,Jane,N,6
46,chapter_individual_gpt-4o-mini_individual,Jane,A,4
46,chapter_individual_gpt-4o-mini_individual,Jane,C,7
46,chapter_individual_gpt-4o-mini_individual,Jane,I,21
46,chapter_individual_gpt-4o-mini_individual,Jane,DN,3
46,chapter_individual_gpt-4o-mini_individual,Jane,DC,8
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,N,29
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,A,15
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,C,15
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,I,328
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,DN,10
46,chapter_individual_gpt-4o-mini_individual,Elizabeth,DC,4
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,N,2
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,A,2
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,C,0
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,I,0
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DN,4
46,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DC,3
46,chapter_individual_gpt-4o-mini_individual,Wickham,N,6
46,chapter_individual_gpt-4o-mini_individual,Wickham,A,5
46,chapter_individual_gpt-4o-mini_individual,Wickham,C,4
46,chapter_individual_gpt-4o-mini_individual,Wickham,I,7
46,chapter_individual_gpt-4o-mini_individual,Wickham,DN,7
46,chapter_individual_gpt-4o-mini_individual,Wickham,DC,7
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,N,1
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,A,3
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,C,1
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,I,0
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,DN,2
46,chapter_individual_gpt-4o-mini_individual,Miss Darcy,DC,2
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,N,0
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,A,0
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,C,0
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,I,0
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,DN,0
46,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,DC,0
46,chapter_individual_gpt-4o-mini_individual,Kitty,N,3
46,chapter_individual_gpt-4o-mini_individual,Kitty,A,10
46,chapter_individual_gpt-4o-mini_individual,Kitty,C,3
46,chapter_individual_gpt-4o-mini_individual,Kitty,I,0
46,chapter_individual_gpt-4o-mini_individual,Kitty,DN,5
46,chapter_individual_gpt-4o-mini_individual,Kitty,DC,3
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,N,11
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,A,2
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,C,3
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,I,11
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,DN,3
46,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,DC,5
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,N,1
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,A,14
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,C,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,I,5
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,DN,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Denny,DC,2
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,N,3
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,A,2
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,C,1
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,I,5
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,DN,2
47,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,DC,3
47,chapter_individual_gpt-4o-mini_individual,Lydia,N,24
47,chapter_individual_gpt-4o-mini_individual,Lydia,A,8
47,chapter_individual_gpt-4o-mini_individual,Lydia,C,11
47,chapter_individual_gpt-4o-mini_individual,Lydia,I,6
47,chapter_individual_gpt-4o-mini_individual,Lydia,DN,7
47,chapter_individual_gpt-4o-mini_individual,Lydia,DC,23
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,N,6
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,A,12
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,C,5
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,I,8
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,DN,8
47,chapter_individual_gpt-4o-mini_individual,Colonel Forster,DC,6
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,N,11
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,A,2
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,C,4
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,I,9
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,DN,4
47,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,DC,12
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,N,2
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,A,2
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,C,1
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,I,0
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,DN,1
47,chapter_individual_gpt-4o-mini_individual,Lady Lucas,DC,2
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,N,2
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,A,1
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,C,1
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,I,1
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,DN,1
47,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,DC,2
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,N,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,A,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,C,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,I,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,DN,0
47,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,DC,0
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,N,8
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,A,13
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,C,6
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,I,15
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DN,6
47,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DC,23
47,chapter_individual_gpt-4o-mini_individual,Jane,N,16
47,chapter_individual_gpt-4o-mini_individual,Jane,A,7
47,chapter_individual_gpt-4o-mini_individual,Jane,C,6
47,chapter_individual_gpt-4o-mini_individual,Jane,I,12
47,chapter_individual_gpt-4o-mini_individual,Jane,DN,1
47,chapter_individual_gpt-4o-mini_individual,Jane,DC,21
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,N,72
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,A,110
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,C,53
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,I,342
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,DN,32
47,chapter_individual_gpt-4o-mini_individual,Elizabeth,DC,52
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,N,10
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,A,20
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,C,7
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,I,7
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DN,5
47,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DC,6
47,chapter_individual_gpt-4o-mini_individual,Wickham,N,7
47,chapter_individual_gpt-4o-mini_individual,Wickham,A,9
47,chapter_individual_gpt-4o-mini_individual,Wickham,C,9
47,chapter_individual_gpt-4o-mini_individual,Wickham,I,14
47,chapter_individual_gpt-4o-mini_individual,Wickham,DN,10
47,chapter_individual_gpt-4o-mini_individual,Wickham,DC,10
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,N,1
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,A,1
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,C,1
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,I,0
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,DN,1
47,chapter_individual_gpt-4o-mini_individual,Colonel Fitzwilliam,DC,1
47,chapter_individual_gpt-4o-mini_individual,Mary,N,9
47,chapter_individual_gpt-4o-mini_individual,Mary,A,11
47,chapter_individual_gpt-4o-mini_individual,Mary,C,1
47,chapter_individual_gpt-4o-mini_individual,Mary,I,0
47,chapter_individual_gpt-4o-mini_individual,Mary,DN,3
47,chapter_individual_gpt-4o-mini_individual,Mary,DC,0
47,chapter_individual_gpt-4o-mini_individual,Kitty,N,4
47,chapter_individual_gpt-4o-mini_individual,Kitty,A,1
47,chapter_individual_gpt-4o-mini_individual,Kitty,C,0
47,chapter_individual_gpt-4o-mini_individual,Kitty,I,0
47,chapter_individual_gpt-4o-mini_individual,Kitty,DN,3
47,chapter_individual_gpt-4o-mini_individual,Kitty,DC,3
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,N,10
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,A,15
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,C,7
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,I,18
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,DN,10
47,chapter_individual_gpt-4o-mini_individual,Mr. Gardiner,DC,17
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,N,3
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,A,3
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,C,1
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,I,0
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,DN,0
47,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,DC,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,N,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,A,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,C,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,I,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,DN,0
53,chapter_individual_gpt-4o-mini_individual,Colonel Forster,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,N,10
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,A,9
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,C,3
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,I,33
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,DN,3
53,chapter_individual_gpt-4o-mini_individual,Mr. Bennet,DC,4
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,N,1
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,A,1
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,C,1
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,I,0
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,DN,0
53,chapter_individual_gpt-4o-mini_individual,Lady Lucas,DC,1
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,N,0
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,A,0
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,C,0
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,I,0
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,DN,0
53,chapter_individual_gpt-4o-mini_individual,Lady Catherine de Bourgh,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,N,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,A,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,C,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,I,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Forster,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,N,3
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,A,4
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,C,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,I,2
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DN,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Gardiner,DC,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,N,51
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,A,91
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,C,63
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,I,241
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DN,27
53,chapter_individual_gpt-4o-mini_individual,Mrs. Bennet,DC,46
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,N,0
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,A,0
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,C,0
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,I,1
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,DN,0
53,chapter_individual_gpt-4o-mini_individual,Miss Darcy,DC,2
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,N,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,A,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,C,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,I,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,DN,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Younge,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,N,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,A,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,C,3
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,I,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Philips,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,N,9
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,A,11
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,C,23
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,I,47
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,DN,2
53,chapter_individual_gpt-4o-mini_individual,Mr. Bingley,DC,26
53,chapter_individual_gpt-4o-mini_individual,Jane,N,9
53,chapter_individual_gpt-4o-mini_individual,Jane,A,10
53,chapter_individual_gpt-4o-mini_individual,Jane,C,8
53,chapter_individual_gpt-4o-mini_individual,Jane,I,78
53,chapter_individual_gpt-4o-mini_individual,Jane,DN,5
53,chapter_individual_gpt-4o-mini_individual,Jane,DC,12
53,chapter_individual_gpt-4o-mini_individual,Wickham,N,5
53,chapter_individual_gpt-4o-mini_individual,Wickham,A,3
53,chapter_individual_gpt-4o-mini_individual,Wickham,C,4
53,chapter_individual_gpt-4o-mini_individual,Wickham,I,4
53,chapter_individual_gpt-4o-mini_individual,Wickham,DN,4
53,chapter_individual_gpt-4o-mini_individual,Wickham,DC,7
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,N,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,A,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,C,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,I,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Denny,DC,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,N,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,A,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,C,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,I,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Nicholls,DC,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,N,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,A,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,C,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,I,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Hurst,DC,0
53,chapter_individual_gpt-4o-mini_individual,Nicholls,N,1
53,chapter_individual_gpt-4o-mini_individual,Nicholls,A,2
53,chapter_individual_gpt-4o-mini_individual,Nicholls,C,1
53,chapter_individual_gpt-4o-mini_individual,Nicholls,I,0
53,chapter_individual_gpt-4o-mini_individual,Nicholls,DN,0
53,chapter_individual_gpt-4o-mini_individual,Nicholls,DC,1
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,N,1
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,A,1
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,C,1
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,I,0
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,DN,1
53,chapter_individual_gpt-4o-mini_individual,Sir William Lucas,DC,1
53,chapter_individual_gpt-4o-mini_individual,Kitty,N,2
53,chapter_individual_gpt-4o-mini_individual,Kitty,A,18
53,chapter_individual_gpt-4o-mini_individual,Kitty,C,3
53,chapter_individual_gpt-4o-mini_individual,Kitty,I,2
53,chapter_individual_gpt-4o-mini_individual,Kitty,DN,1
53,chapter_individual_gpt-4o-mini_individual,Kitty,DC,1
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,N,12
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,A,3
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,C,20
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,I,34
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,DN,2
53,chapter_individual_gpt-4o-mini_individual,Mr. Darcy,DC,21
53,chapter_individual_gpt-4o-mini_individual,Lydia,N,10
53,chapter_individual_gpt-4o-mini_individual,Lydia,A,4
53,chapter_individual_gpt-4o-mini_individual,Lydia,C,5
53,chapter_individual_gpt-4o-mini_individual,Lydia,I,10
53,chapter_individual_gpt-4o-mini_individual,Lydia,DN,2
53,chapter_individual_gpt-4o-mini_individual,Lydia,DC,5
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,N,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,A,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,C,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,I,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Hurst,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,N,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,A,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,C,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,I,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,DN,0
53,chapter_individual_gpt-4o-mini_individual,Mr. Collins,DC,0
53,chapter_individual_gpt-4o-mini_individual,Mrs. Long,N,1
53,chapter_individual_gpt-4o-mini_individual,Mrs. Long,A,0
