COREF,n_mentions,n_prop,n_pron,n_nom,top_text
7441,27,0,19,8,his
137,27,14,13,0,Goethe
6317,26,0,21,5,he
3422,26,0,25,1,you
729,26,0,8,18,people
6617,26,0,11,15,the manager
823,25,0,15,10,his
6877,25,0,15,10,my brother
7459,25,0,25,0,we
257,25,17,8,0,Horatio
7482,24,0,9,15,my friends
6604,24,0,15,9,you
657,24,0,16,8,his mother
169,24,14,10,0,David
1593,24,0,17,7,he
649,24,0,21,3,I
718,24,0,21,3,her
653,24,0,19,5,I
8325,24,0,22,2,her
709,24,0,24,0,I
5496,23,0,22,1,she
7059,23,0,7,16,the audience
9094,23,0,22,1,her
3094,23,0,22,1,his
526,23,0,11,12,the author
750,23,0,9,14,both
581,23,0,8,15,the hero
1453,23,0,22,1,he
2321,23,0,20,3,thee
3866,22,0,21,1,him
8266,22,0,21,1,her
689,22,0,22,0,we
6585,22,0,17,5,him
297,22,3,19,0,mein Herr
1493,22,0,5,17,women
4861,21,0,19,2,he
3862,21,0,21,0,his
911,21,0,14,7,him
6399,21,0,8,13,the ladies
5869,21,0,21,0,you
7974,20,0,15,5,he
5705,20,0,20,0,our
6251,20,0,7,13,the spectators
5131,20,0,20,0,we
2208,20,0,14,6,he
3691,20,0,19,1,I
937,20,0,10,10,the player
2893,20,0,19,1,you
637,20,0,17,3,your
1122,19,0,19,0,our
213,19,3,16,0,Chance
6442,19,0,19,0,we
1362,19,0,15,4,them
185,19,3,16,0,Old Meister
858,19,0,4,15,the Ghost
2319,19,0,18,1,he
2190,19,0,0,19,his lordship
4557,18,0,18,0,their
5320,18,0,18,0,he
7064,18,0,15,3,he
766,18,0,6,12,his friends
3471,18,0,18,0,I
1689,18,0,10,8,the clergyman
7788,18,0,17,1,they
7990,18,0,18,0,thou
6637,18,0,14,4,he
3627,18,0,18,0,I
1380,18,0,17,1,their
8434,18,0,18,0,us
7144,18,0,9,9,his lady
2248,18,0,15,3,his
6713,17,0,6,11,his people
699,17,0,17,0,my
834,17,0,7,10,his wife
8448,17,0,17,0,your
6277,17,0,2,15,every one
922,17,0,12,5,her
6263,17,0,3,14,a friend
6404,17,0,17,0,we
7726,17,0,16,1,her
3133,17,0,17,0,our
6206,16,0,2,14,any one
143,16,8,8,0,Germans
6434,16,0,2,14,the two
6219,16,0,9,7,Your father
6749,16,0,12,4,his
9275,16,0,16,0,we
2230,16,0,3,13,the women
3139,16,0,16,0,they
4793,16,0,15,1,his
6514,16,0,0,16,one another
4412,16,0,14,2,you
188,16,1,15,0,The old _ Amtmann _ hereupon
6627,16,0,9,7,sir
9238,16,0,16,0,you
7444,16,0,16,0,you
736,16,0,11,5,them
7487,16,0,16,0,we
3860,16,0,16,0,him
3891,16,0,11,5,he
9019,15,0,14,1,her
5539,15,0,15,0,we
4739,15,0,15,0,we
1645,15,0,10,5,the girls
5918,15,0,15,0,I
3414,15,0,7,8,the huntsman
2404,15,0,15,0,our
1643,15,0,15,0,we
7953,15,0,15,0,our
7951,15,0,15,0,thy
147,14,5,9,0,Racine
672,14,0,4,10,the youth
212,14,5,9,0,Each
5743,14,0,14,0,she
1280,14,0,2,12,a boy
5490,14,0,13,1,her
7430,14,0,12,2,thou
3919,14,0,14,0,our
5195,14,0,12,2,he
514,14,9,5,0,JENNY JUNE
5446,14,0,13,1,I
1408,14,0,13,1,they
4687,14,0,13,1,he
7868,13,0,13,0,we
6227,13,0,13,0,you
828,13,0,2,11,the family
6968,13,0,13,0,we
2727,13,0,12,1,he
6257,13,0,1,12,the King
8571,13,0,13,0,we
4999,13,0,12,1,his
9133,13,0,13,0,we
166,13,5,8,0,Jonathan
6205,13,0,0,13,friends
760,13,0,6,7,his guests
5674,13,0,13,0,we
3187,13,0,13,0,we
6201,13,0,0,13,a child
609,13,0,12,1,her
5650,13,0,13,0,you
6884,13,0,13,0,her
1809,13,0,13,0,our
6949,12,0,11,1,her
7149,12,0,12,0,thou
3611,12,0,5,7,his sister
654,12,0,12,0,we
229,12,3,9,0,Lord Baron
1160,12,0,12,0,us
6202,12,0,7,5,my darling
6193,12,0,12,0,we
4881,12,0,11,1,he
2443,12,0,6,6,the men
4531,12,0,6,6,the doctor
996,12,0,5,7,the players
7630,12,0,11,1,he
1452,12,0,10,2,they
2064,12,0,12,0,their
6382,12,0,2,10,actors
2081,12,0,11,1,his
167,12,5,7,0,Saul
5647,12,0,10,2,her
586,12,0,4,8,many
8404,12,0,12,0,you
4572,12,0,12,0,you
287,12,2,10,0,an Agathon
1345,12,0,9,3,his
3307,12,0,11,1,their
6353,11,0,4,7,my parents
827,11,0,6,5,the lover
956,11,0,2,9,her father
2420,11,0,11,0,they
6507,11,0,9,2,him
4944,11,0,10,1,she
2683,11,0,5,6,the persons
8654,11,0,11,0,you
8328,11,0,10,1,he
1003,11,0,11,0,they
4740,11,0,10,1,him
9276,11,0,11,0,you
179,11,5,6,0,Tancred
4734,11,0,11,0,them
668,11,0,10,1,her
6903,11,0,5,6,the old gentleman
5909,11,0,11,0,I
595,11,0,6,5,every man
7981,11,0,11,0,you
1364,11,0,8,3,her
358,11,11,0,0,Rosa N. Carey
4575,11,0,10,1,he
3978,11,0,11,0,us
5783,11,0,10,1,her
4028,11,0,10,1,they
3327,11,0,9,2,her
3917,10,0,9,1,her
3719,10,0,5,5,both of them
8876,10,0,10,0,we
259,10,10,0,0,the Ghost
746,10,0,7,3,his
8471,10,0,9,1,they
8612,10,0,9,1,you
4056,10,0,10,0,our
8817,10,0,10,0,we
201,10,4,6,0,Landrinette
7495,10,0,9,1,they
3662,10,0,10,0,us
8353,10,0,9,1,he
3592,10,0,5,5,a lady
1792,10,0,9,1,his
3349,10,0,9,1,he
8152,10,0,9,1,his
3203,10,0,10,0,their
3389,10,0,9,1,his
4160,10,0,8,2,they
877,10,0,8,2,his
3666,10,0,10,0,he
3606,10,0,6,4,he
901,10,0,6,4,her
243,10,5,5,0,Polonius
3629,10,0,9,1,them
4680,10,0,10,0,we
4658,10,0,7,3,he
769,10,0,2,8,some
8574,10,0,9,1,his
913,10,0,1,9,the former
6231,10,0,10,0,us
6805,10,0,3,7,the artist
6714,10,0,10,0,thee
5856,10,0,10,0,you
5860,10,0,9,1,I
6413,10,0,3,7,the servants
5862,10,0,10,0,thou
5579,10,0,9,1,he
6606,10,0,10,0,we
1023,10,0,1,9,a girl
6464,10,0,5,5,all of them
9066,9,0,9,0,our
6397,9,0,3,6,my sisters
7406,9,0,9,0,our
2225,9,0,3,6,nobody
7393,9,0,7,2,her
7162,9,0,1,8,Master
1595,9,0,9,0,they
2156,9,0,8,1,they
8628,9,0,8,1,he
4725,9,0,8,1,he
6483,9,0,2,7,boys
779,9,0,1,8,no man
3747,9,0,8,1,them
6671,9,0,7,2,he
6497,9,0,8,1,her
8853,9,0,9,0,us
5740,9,0,9,0,she
7993,9,0,9,0,we
308,9,1,8,0,Sibyl
5238,9,0,8,1,him
8710,9,0,9,0,us
1106,9,0,9,0,her
2999,9,0,6,3,his audience
262,9,8,1,0,Elmira
5310,9,0,8,1,he
6791,9,0,9,0,us
3060,9,0,9,0,they
765,9,0,2,7,his family
6584,9,0,5,4,a young man
7762,9,0,8,1,their
1124,9,0,1,8,our readers
3330,9,0,5,4,he
6646,8,0,0,8,an actor
5995,8,0,8,0,us
3671,8,0,8,0,us
5419,8,0,7,1,his
4901,8,0,8,0,our
221,8,7,1,0,the _ Stallmeister _
7210,8,0,3,5,the whole company
1959,8,0,2,6,father
1330,8,0,8,0,they
2749,8,0,7,1,they
7695,8,0,7,1,herself
5822,8,0,8,0,we
756,8,0,0,8,his son
1974,8,0,7,1,they
7454,8,0,7,1,his
4125,8,0,7,1,they
7895,8,0,8,0,we
194,8,8,0,0,Fate
2111,8,0,8,0,their
633,8,0,6,2,they
9000,8,0,7,1,they
7471,8,0,7,1,they
8632,8,0,8,0,we
6642,8,0,2,6,my husband
8880,8,0,7,1,their
1883,8,0,7,1,him
5768,8,0,8,0,you
1342,8,0,0,8,the crowd
7115,8,0,7,1,his
8110,8,0,7,1,they
1607,8,0,3,5,the guests
7024,8,0,3,5,my wife
5313,8,0,8,0,I
1676,8,0,6,2,his
1698,8,0,3,5,the rest of the company
170,8,8,0,0,Goliath
3425,8,0,8,0,he
6499,8,0,5,3,the goddess
5080,8,0,7,1,her
1654,8,0,8,0,them
9059,8,0,7,1,his
5376,8,0,7,1,her
5826,7,0,7,0,I
1125,7,0,6,1,him
6455,7,0,3,4,a hero
2296,7,0,6,1,their
693,7,0,6,1,they
5831,7,0,7,0,you
8364,7,0,6,1,their
7422,7,0,6,1,him
3965,7,0,7,0,we
3467,7,0,3,4,the parson
9157,7,0,6,1,he
6957,7,0,4,3,the waiter
5543,7,0,6,1,you
9213,7,0,7,0,we
5629,7,0,6,1,them
5317,7,0,7,0,he
8560,7,0,7,0,you
6289,7,0,6,1,he
5744,7,0,7,0,him
2343,7,0,6,1,they
6773,7,0,6,1,his
4391,7,0,7,0,us
9124,7,0,6,1,she
1232,7,0,3,4,the actresses
1469,7,0,3,4,the multitude
6562,7,0,6,1,she
1430,7,0,1,6,her friends
8319,7,0,7,0,us
2462,7,0,5,2,he
5651,7,0,7,0,she
1425,7,0,6,1,he
7484,7,0,7,0,them
6322,7,0,4,3,the young ones
7748,7,0,3,4,these persons
9087,7,0,7,0,you
5132,7,0,6,1,he
4695,7,0,7,0,our
6612,7,0,7,0,you
607,7,0,6,1,him
9283,7,0,6,1,he
1338,7,0,1,6,our company
4790,7,0,6,1,her
6593,7,0,0,7,your friend
5070,7,0,6,1,their
847,7,0,6,1,their
8830,7,0,6,1,her
6064,7,0,0,7,all Booksellers
643,7,0,4,3,manager
2842,7,0,6,1,their
2379,7,0,5,2,her
1288,7,0,6,1,them
3819,7,0,7,0,they
5893,7,0,6,1,They
1170,7,0,7,0,he
7239,7,0,7,0,thy
669,7,0,1,6,woman
7335,7,0,3,4,the burgher
9307,7,0,6,1,his
870,7,0,4,3,the young man
540,7,0,6,1,he
6832,7,0,4,3,I
6653,7,0,4,3,any man
6481,7,0,6,1,his
8161,6,0,5,1,his
6621,6,0,0,6,a son
2159,6,0,3,3,our travellers
666,6,0,2,4,our hero
1996,6,0,6,0,them
628,6,0,2,4,persons
225,6,6,0,0,Minerva
1990,6,0,5,1,their
614,6,0,6,0,us
8157,6,0,6,0,thou
1254,6,0,5,1,their
7715,6,0,5,1,he
4018,6,0,6,0,our
352,6,6,0,0,Edna Lyall
8077,6,0,4,2,the former king
211,6,6,0,0,Old Boisterous
347,6,6,0,0,James Fenimore Cooper
138,6,6,0,0,Thomas Carlyle
3873,6,0,4,2,The two children
3478,6,0,5,1,her
6633,6,0,6,0,we
3288,6,0,5,1,him
8087,6,0,3,3,the spectator
3493,6,0,4,2,they
6719,6,0,6,0,we
6484,6,0,0,6,girls
8289,6,0,6,0,thee
315,6,6,0,0,Walter Besant
6530,6,0,5,1,his
1145,6,0,6,0,our
1269,6,0,5,1,her
396,6,6,0,0,Alexandre Dumas
6085,6,0,0,6,the publisher
7903,6,0,6,0,you
6587,6,0,6,0,we
2305,6,0,2,4,the steward
135,6,6,0,0,Gutenberg
8153,6,0,6,0,we
1976,6,0,3,3,Most of them
6538,6,0,5,1,he
8341,6,0,6,0,we
2585,6,0,3,3,our players
5648,6,0,4,2,you
723,6,0,6,0,She
6799,6,0,6,0,you
7092,6,0,5,1,him
7463,6,0,4,2,a great man
5128,6,0,6,0,we
5125,6,0,6,0,they
5380,6,0,5,1,he
6871,6,0,6,0,thou
7328,6,0,2,4,noblemen
6809,6,0,6,0,thee
7105,6,0,6,0,us
6935,6,0,3,3,statesmen
5578,6,0,5,1,him
6817,6,0,1,5,all men
9167,6,0,5,1,her
7347,6,0,4,2,they
5535,6,0,6,0,us
9162,6,0,6,0,thou
8371,6,0,6,0,our
2697,6,0,6,0,our
5332,6,0,5,1,he
954,6,0,5,1,her
7238,6,0,5,1,she
8600,6,0,6,0,you
1033,6,0,6,0,their
4887,6,0,5,1,his
5225,6,0,5,1,his
5694,6,0,6,0,we
7602,6,0,0,6,his uncle
3002,6,0,6,0,he
2594,6,0,5,1,their
8419,6,0,5,1,him
7058,6,0,5,1,their
284,6,6,0,0,Phyllis
5319,6,0,6,0,you
7018,6,0,0,6,child
3209,5,0,3,2,their
3668,5,0,5,0,them
5026,5,0,5,0,we
8004,5,0,5,0,Thy
2237,5,0,0,5,their friend
8592,5,0,5,0,you
6221,5,0,0,5,mother
7174,5,0,5,0,thou
6918,5,0,5,0,we
8599,5,0,4,1,they
667,5,0,4,1,their
6378,5,0,2,3,my comrades
363,5,5,0,0,Jules Verne
1173,5,0,5,0,their
9295,5,0,5,0,We
7978,5,0,3,2,our father
1174,5,0,0,5,strangers
825,5,0,2,3,the fugitives
2400,5,0,0,5,his Highness
8473,5,0,3,2,cultivated men
9069,5,0,5,0,you
1318,5,0,5,0,us
424,5,5,0,0,James Fenimore Cooper
2694,5,0,1,4,a mother
8242,5,0,5,0,you
5027,5,0,4,1,her
8508,5,0,5,0,us
5323,5,0,5,0,we
3410,5,0,4,1,he
9333,5,0,4,1,its
5315,5,0,5,0,his
8154,5,0,4,1,him
5208,5,0,5,0,we
1221,5,0,4,1,they
3360,5,0,5,0,they
6556,5,0,5,0,you
655,5,0,0,5,two lovers
7019,5,0,4,1,her
5247,5,0,3,2,Our uncle
525,5,0,1,4,the reader
5296,5,0,5,0,us
9155,5,0,4,1,him
8196,5,0,4,1,his
6590,5,0,1,4,My son
8795,5,0,4,1,their
1591,5,0,3,2,our countrymen
3554,5,0,5,0,their
8041,5,0,5,0,thee
8232,5,0,5,0,you
6505,5,0,4,1,her
173,5,3,2,0,Jack
5086,5,0,5,0,we
1703,5,0,2,3,all the party
5095,5,0,5,0,we
328,5,5,0,0,George Ebers
2278,5,0,4,1,their
7101,5,0,5,0,we
2280,5,0,4,1,I
2283,5,0,2,3,the servant
1787,5,0,5,0,us
6902,5,0,4,1,them
318,5,5,0,0,Wilkie Collins
6754,5,0,5,0,we
1929,5,0,3,2,the _ Stallmeister _
2044,5,0,4,1,you
1418,5,0,5,0,they
7768,5,0,0,5,my aunt
580,5,0,5,0,us
6737,5,0,5,0,us
6306,5,0,4,1,themselves
5588,5,0,4,1,he
558,5,0,1,4,a stranger
1394,5,0,1,4,the troop
1574,5,0,4,1,his
3907,5,0,5,0,our
6715,5,0,3,2,your company
7415,5,0,1,4,my people
1520,5,0,4,1,their
306,5,1,4,0,Margaret
8973,5,0,4,1,they
6711,5,0,4,1,he
6298,5,0,1,4,a servant
5715,5,0,5,0,they
8947,5,0,5,0,our
4216,5,0,5,0,our
7675,5,0,5,0,thou
1956,5,0,5,0,our
4365,5,0,4,1,his
7585,5,0,5,0,us
1432,5,0,5,0,they
9226,5,0,4,1,they
7700,5,0,4,1,she
7559,5,0,5,0,us
4415,5,0,5,0,they
4454,5,0,4,1,them
4465,5,0,5,0,we
4467,5,0,5,0,their
6819,5,0,4,1,they
3884,5,0,5,0,our
5896,5,0,4,1,I
1548,5,0,4,1,he
4754,5,0,4,1,he
6360,5,0,3,2,the young
6495,5,0,4,1,her
377,5,5,0,0,William M. Thackeray
6356,5,0,1,4,his actors
3737,5,0,4,1,him
5472,5,0,5,0,we
7913,5,0,5,0,we
5445,5,0,5,0,we
8405,5,0,4,1,they
314,5,5,0,0,R. D. Blackmore
2539,5,0,3,2,our actors
384,5,5,0,0,Sir Walter Scott
7901,5,0,5,0,thou
6692,5,0,2,3,mortals
7290,5,0,4,1,he
1865,5,0,3,2,his
5859,5,0,5,0,her
1857,5,0,1,4,the old harper
2891,5,0,5,0,our
470,5,5,0,0,HORATIO ALGER
1534,5,0,3,2,their
6698,5,0,4,1,him
6156,4,0,0,4,the copyright holder
6281,4,0,0,4,sisters
6297,4,0,3,1,this young man
2815,4,0,3,1,she
278,4,2,2,0,Marinelli
6406,4,0,3,1,"this soft , good , amiable creature"
8185,4,0,3,1,he
3186,4,0,4,0,them
6366,4,0,4,0,we
3312,4,0,0,4,a surgeon
2927,4,0,3,1,their
3030,4,0,4,0,we
6276,4,0,2,2,our little party
6264,4,0,1,3,this child
6512,4,0,4,0,our
8480,4,0,4,0,us
2933,4,0,2,2,the youths
2684,4,0,3,1,their
8347,4,0,4,0,You
2966,4,0,4,0,they
3200,4,0,3,1,they
3085,4,0,4,0,them
320,4,4,0,0,Rosa N. Carey
6302,4,0,1,3,his children
2734,4,0,3,1,they
324,4,4,0,0,Charles Dickens
8521,4,0,3,1,"the man that himself as much as possible takes interest in the culture of his fellow - men,--is ready to despair when he sees how lightly mortals will destroy themselves , will blamelessly or blamably expose themselves to be destroyed"
2745,4,0,2,2,the strangers
3131,4,0,3,1,his
6993,4,0,4,0,us
333,4,4,0,0,Charles Reade
6823,4,0,3,1,their
4766,4,0,4,0,we
7314,4,0,0,4,a prince
5449,4,0,2,2,This friend
4759,4,0,3,1,she
5462,4,0,3,1,they
7325,4,0,2,2,men of rank
6869,4,0,3,1,the rich man
7360,4,0,4,0,thou
4690,4,0,3,1,their
6824,4,0,2,2,you
7376,4,0,3,1,they
4671,4,0,3,1,two sons of the marshal of the court
4812,4,0,1,3,the captain
466,4,4,0,0,JAMES OTIS
4641,4,0,3,1,his
4612,4,0,4,0,us
4603,4,0,3,1,her
7445,4,0,4,0,thee
6814,4,0,1,3,the Devil
6808,4,0,2,2,the gods
6806,4,0,4,0,we
6801,4,0,1,3,no woman
4535,4,0,4,0,they
6778,4,0,1,3,the master
7310,4,0,3,1,their
7293,4,0,0,4,youth
816,4,0,2,2,the mistress of the house
5356,4,0,3,1,they
5271,4,0,4,0,our
6973,4,0,3,1,Men who put a great value on gardens
522,4,0,4,0,you
7028,4,0,4,0,our
7048,4,0,0,4,acquaintances
5155,4,0,3,1,These preachers
5147,4,0,4,0,our
7081,4,0,4,0,us
696,4,0,0,4,the lovers
510,4,2,2,0,FRANCES M. SMITH . Cloth
5348,4,0,1,3,her children
536,4,0,2,2,a translator
6900,4,0,3,1,The proprietor
4992,4,0,3,1,These estimable persons
4990,4,0,3,1,The noble family
7190,4,0,4,0,we
7207,4,0,4,0,we
4936,4,0,1,3,our family
4929,4,0,4,0,they
4865,4,0,3,1,she
6917,4,0,3,1,this young gallant
486,4,4,0,0,ROSA NOUCHETTE CAREY
4834,4,0,4,0,us
4833,4,0,0,4,my invisible Friend
7535,4,0,0,4,lover
7618,4,0,4,0,us
7652,4,0,0,4,my confidant
801,4,0,1,3,a father
593,4,0,0,4,players
7952,4,0,2,2,thy sister
7954,4,0,2,2,our parents
3640,4,0,4,0,our
7964,4,0,0,4,thy father
7975,4,0,1,3,the wife
6626,4,0,2,2,their children
3607,4,0,4,0,we
604,4,0,3,1,their
6614,4,0,0,4,the one
3600,4,0,4,0,they
3589,4,0,4,0,Our
7657,4,0,3,1,some nobleman
6603,4,0,2,2,the poor youth
8043,4,0,3,1,his
8065,4,0,3,1,the two courtiers
3518,4,0,4,0,their
8081,4,0,0,4,the Queen
809,4,0,3,1,they
3472,4,0,4,0,thee
344,4,4,0,0,"Daughter of Heth , A.= By Wm . Black"
8115,4,0,4,0,we
3362,4,0,1,3,his patient
6574,4,0,3,1,he
592,4,0,0,4,the uncle
370,4,4,0,0,Grimm
7909,4,0,3,1,herself
7904,4,0,4,0,them
5742,4,0,4,0,he
6761,4,0,4,0,their
5767,4,0,4,0,us
412,4,4,0,0,Charles Dickens
771,4,0,0,4,none
7720,4,0,3,1,your poet
7729,4,0,0,4,Queen
4070,4,0,4,0,you
4055,4,0,4,0,we
4047,4,0,3,1,their
5779,4,0,4,0,our
4016,4,0,2,2,both gentlemen
3972,4,0,4,0,our
3935,4,0,4,0,our
7801,4,0,4,0,We
3911,4,0,4,0,they
3904,4,0,3,1,the other wanderers
386,4,4,0,0,Charlotte Bronte
6703,4,0,4,0,we
3833,4,0,3,1,they
3826,4,0,3,1,them
379,4,4,0,0,Nathaniel Hawthorne
7896,4,0,4,0,they
7223,4,0,4,0,we
6408,4,0,1,3,my companions
9149,4,0,4,0,our
181,4,3,1,0,Nature
8627,4,0,2,2,the hapless creature
1800,4,0,3,1,his
8969,4,0,3,1,her
1570,4,0,4,0,Our
1571,4,0,1,3,our party
1951,4,0,3,1,thee
2309,4,0,2,2,some officers
165,4,4,0,0,Samuel
1182,4,0,3,1,"Several men , who came behind him in succession , and saluted him as they passed by to continue their hasty way into the mountains , by steep footpaths"
256,4,2,2,0,young Fortinbras
9354,4,0,4,0,They
9355,4,0,3,1,him
177,4,4,0,0,Clorinda
2274,4,0,1,3,Some of them
1115,4,0,3,1,his
8933,4,0,2,2,the impassioned girl
1678,4,0,0,4,a clergyman
9311,4,0,3,1,they
1934,4,0,2,2,his
1101,4,0,3,1,them
2079,4,0,2,2,this worthy person
1399,4,0,3,1,her
1424,4,0,4,0,their
1384,4,0,0,4,king
2448,4,0,3,1,his
8663,4,0,3,1,him
2114,4,0,3,1,their
9231,4,0,4,0,we
1449,4,0,2,2,The showman
1854,4,0,4,0,us
1849,4,0,2,2,an old acquaintance
1479,4,0,0,4,his brother
241,4,4,0,0,Heaven
1488,4,0,3,1,his
1339,4,0,3,1,a miner
2387,4,0,0,4,the gentlemen
8693,4,0,4,0,you
1930,4,0,4,0,They
8910,4,0,4,0,our
9172,4,0,4,0,you
203,4,4,0,0,Devil
8919,4,0,3,1,The nephew
8927,4,0,4,0,our
220,4,2,2,0,the Prince
1047,4,0,2,2,her
2037,4,0,3,1,her
1735,4,0,2,2,Every actor
1686,4,0,0,4,his person
9084,4,0,4,0,us
1719,4,0,4,0,them
957,4,0,4,0,their
2584,4,0,4,0,our
561,3,0,2,1,his
8243,3,0,2,1,The guests you entertain
3285,3,0,2,1,Our young heroes
7106,3,0,3,0,thou
3774,3,0,3,0,they
9219,3,0,2,1,gentlemen
6873,3,0,3,0,us
2386,3,0,2,1,The footman
322,3,3,0,0,Bacon
149,3,3,0,0,Faust
3771,3,0,2,1,his
6815,3,0,3,0,thou
7878,3,0,1,2,such persons
9009,3,0,3,0,you
9217,3,0,3,0,you
8771,3,0,1,2,the mothers
1736,3,0,2,1,every actress
8204,3,0,3,0,us
5484,3,0,2,1,his paternal grandfather
6836,3,0,2,1,his
3279,3,0,2,1,their
6865,3,0,0,3,a poet
8207,3,0,2,1,Whoever has the talent
5480,3,0,1,2,her people
6863,3,0,2,1,the conqueror of the earth
6856,3,0,0,3,kings
2258,3,0,1,2,Each of them
5123,3,0,3,0,him
3762,3,0,3,0,our
8198,3,0,0,3,other people
5522,3,0,2,1,these children
5524,3,0,0,3,our doctor
154,3,1,2,0,Schlegel
7887,3,0,3,0,us
2377,3,0,3,0,us
1531,3,0,2,1,them
6822,3,0,2,1,a _ dilettante _
3636,3,0,3,0,our
4709,3,0,2,1,his
8009,3,0,3,0,thou
313,3,3,0,0,Alice
3129,3,0,2,1,me
3127,3,0,2,1,I
312,3,3,0,0,Washington Irving
7135,3,0,0,3,a fool
5076,3,0,2,1,certain pious but rigorously orthodox people
1866,3,0,3,0,us
3112,3,0,3,0,our
5771,3,0,3,0,us
8003,3,0,2,1,his
8295,3,0,2,1,any actor
8996,3,0,2,1,those friends of his
713,3,0,0,3,another man
5064,3,0,2,1,"some champions of religion , who seem to be animated more by zeal than feeling for it"
245,3,3,0,0,Providence
578,3,0,0,3,the characters
9245,3,0,2,1,the miserable being whose smallest necessity is unprovided for
5799,3,0,2,1,his
3130,3,0,3,0,They
186,3,3,0,0,Withal
4705,3,0,3,0,our
5683,3,0,3,0,our
2364,3,0,2,1,a guest like him
5653,3,0,3,0,They
5656,3,0,1,2,the fair one
7366,3,0,2,1,the old fool
8261,3,0,1,2,the master of the house
6780,3,0,3,0,we
381,3,3,0,0,Charles Kingsley
5681,3,0,3,0,his
8845,3,0,2,1,the relatives and future heirs of my protectress
505,3,1,2,0,PROF . ROBERT GRIFFITH
5042,3,0,2,1,Both of us
5701,3,0,3,0,our
7374,3,0,3,0,us
8999,3,0,3,0,you
3141,3,0,1,2,good men
7139,3,0,0,3,your debtor
573,3,0,3,0,their
574,3,0,3,0,its
7141,3,0,3,0,we
3297,3,0,0,3,no person
1801,3,0,3,0,you
6999,3,0,0,3,thousands
7212,3,0,2,1,"a very pretty young man above , who without doubt would shortly become a first - rate amateur"
5242,3,0,3,0,us
2262,3,0,2,1,his
701,3,0,2,1,me
7006,3,0,1,2,the lady - manager
7005,3,0,1,2,a good child
343,3,3,0,0,Louisa Muhlbach
7003,3,0,3,0,us
3525,3,0,2,1,her
7013,3,0,2,1,our dearest Pedant
807,3,0,2,1,he
