COREF,n_mentions,n_prop,n_pron,n_nom,top_text
4709,26,0,17,9,a lady
514,26,0,23,3,him
496,26,0,13,13,you
6398,25,0,23,2,her
3638,25,0,25,0,I
5467,25,0,8,17,my wife
1838,25,0,25,0,he
1879,25,0,25,0,I
3653,24,0,24,0,I
3995,24,0,23,1,he
2800,24,0,24,0,I
2825,24,0,24,0,he
3346,24,0,24,0,she
3444,24,0,24,0,I
1830,24,0,24,0,I
1080,23,0,23,0,our
5408,23,0,23,0,we
2507,22,0,21,1,I
564,22,0,14,8,her
2364,22,0,21,1,her
7093,22,0,22,0,her
2803,22,0,22,0,I
827,22,0,10,12,a stranger
2656,21,0,21,0,I
544,21,0,10,11,children
5688,21,0,20,1,you
7235,21,0,21,0,you
1925,21,0,21,0,I
630,20,0,9,11,my mother
1114,20,0,20,0,I
4191,20,0,4,16,mama
1753,20,0,20,0,I
1049,20,0,19,1,she
1653,20,0,16,4,I
4322,20,0,14,6,the superintendent
4182,20,0,2,18,a child
4764,20,0,1,19,his wife
1886,19,0,19,0,I
5842,19,0,18,1,her
501,19,0,5,14,men
690,18,0,12,6,women
3345,17,0,17,0,you
2779,17,0,17,0,me
3526,17,0,16,1,her
6597,17,0,17,0,you
5917,17,0,10,7,your uncle
2159,17,0,16,1,I
4091,17,0,17,0,him
2378,17,0,17,0,they
2826,17,0,17,0,I
3278,16,0,15,1,they
4610,16,0,3,13,friends
609,16,0,3,13,any one
4214,16,0,7,9,master
1094,16,0,3,13,others
921,16,0,15,1,her
3733,16,0,16,0,their
3534,15,0,14,1,he
1169,15,0,15,0,I
6761,15,0,15,0,he
2990,15,0,12,3,her
3841,15,0,15,0,I
1921,15,0,15,0,I
1502,15,0,9,6,the driver
2323,15,0,15,0,she
4234,15,0,7,8,child
531,15,0,12,3,she
4292,15,0,7,8,your sisters
2371,15,0,14,1,I
753,15,0,7,8,my cousins
2093,14,0,13,1,them
3488,14,0,7,7,my scholars
2324,14,0,10,4,I
1067,14,0,11,3,she
1450,14,0,13,1,I
3883,14,0,14,0,I
4216,14,0,0,14,a servant
4023,14,0,14,0,I
1190,14,0,5,9,her father
1750,14,0,13,1,I
1521,13,0,12,1,I
1000,13,0,12,1,her
616,13,0,0,13,nobody
7307,13,0,11,2,them
748,13,0,0,13,each other
2723,13,0,13,0,I
661,13,0,12,1,he
2776,13,0,13,0,my
4417,13,0,12,1,our
4015,13,0,11,2,he
6830,13,0,12,1,he
3555,13,0,12,1,them
1184,13,0,13,0,we
1040,12,0,8,4,her
3445,12,0,12,0,he
792,12,0,0,12,her mother
3050,12,0,12,0,him
3082,12,0,12,0,his
7460,12,0,10,2,him
2814,12,0,12,0,she
2810,12,0,12,0,you
3671,12,0,12,0,You
3644,12,0,12,0,my
1956,12,0,8,4,the cook
3532,12,0,11,1,her
2146,12,0,12,0,their
1938,12,0,8,4,John ’s wife
3950,12,0,12,0,they
4700,12,0,5,7,her sister
1799,12,0,12,0,she
3834,12,0,12,0,he
1242,12,0,11,1,she
6811,11,0,10,1,her
1177,11,0,11,0,me
6806,11,0,7,4,us
1038,11,0,10,1,she
2411,11,0,8,3,she
2477,11,0,11,0,he
3541,11,0,11,0,She
5424,11,0,10,1,she
3194,11,0,10,1,she
3232,11,0,9,2,his
3652,11,0,11,0,I
4096,11,0,11,0,you
4148,11,0,11,0,us
6456,11,0,6,5,his mistress
656,11,0,0,11,some one
6927,11,0,6,5,my sisters
4620,11,0,11,0,us
2774,11,0,11,0,I
3747,11,0,11,0,he
637,11,0,1,10,her husband
4323,11,0,3,8,teachers
1240,11,0,11,0,we
4218,11,0,5,6,the child
733,11,0,2,9,both
4327,11,0,2,9,the teachers
787,11,0,3,8,the housekeeper
2160,11,0,11,0,I
2166,10,0,10,0,I
779,10,0,4,6,human beings
7558,10,0,9,1,her
2157,10,0,9,1,her
2560,10,0,5,5,the mistress
1105,10,0,7,3,I
3651,10,0,10,0,he
4095,10,0,9,1,I
4097,10,0,10,0,him
4196,10,0,0,10,your father
4406,10,0,2,8,the pupils
6765,10,0,9,1,your
3037,10,0,10,0,I
569,10,0,10,0,him
1596,10,0,2,8,the governess
5334,10,0,10,0,your
6755,10,0,10,0,we
1958,10,0,7,3,her master
3681,10,0,9,1,they
2246,10,0,0,10,a wife
2255,10,0,10,0,their
2996,9,0,9,0,I
978,9,0,6,3,the others
5328,9,0,4,5,a governess
743,9,0,5,4,the latter
7358,9,0,6,3,the missionary
4247,9,0,5,4,she
7500,9,0,8,1,her
2217,9,0,8,1,his
1230,9,0,0,9,Some
4194,9,0,5,4,a dependent
4992,9,0,1,8,his father
2805,9,0,9,0,I
1491,9,0,9,0,we
3332,9,0,9,0,I
1141,9,0,3,6,his family
1404,9,0,8,1,her
5580,9,0,8,1,her
1170,9,0,9,0,we
4862,9,0,3,6,the family
4382,9,0,3,6,the young ladies
4752,9,0,4,5,governesses
4239,9,0,0,9,Miss
619,9,0,9,0,their
1813,9,0,1,8,strangers
4267,9,0,5,4,my aunt
4288,9,0,0,9,everybody
5458,9,0,5,4,the stranger
3285,9,0,8,1,she
6704,9,0,9,0,you
1005,8,0,1,7,the reader
7597,8,0,8,0,her
4910,8,0,8,0,he
3911,8,0,8,0,his
4843,8,0,6,2,she
5655,8,0,8,0,her
7016,8,0,5,3,our uncle
954,8,0,2,6,each
7129,8,0,7,1,she
3308,8,0,8,0,I
7044,8,0,8,0,our
2154,8,0,7,1,I
1103,8,0,6,2,his
4801,8,0,7,1,her
4334,8,0,7,1,their
3036,8,0,8,0,his
1282,8,0,7,1,she
2807,8,0,8,0,he
3690,8,0,7,1,them
4461,8,0,7,1,her
4405,8,0,5,3,the first class
6292,8,0,7,1,she
4344,8,0,6,2,her
2778,8,0,8,0,his
5335,8,0,7,1,he
2466,7,0,5,2,her
2959,7,0,1,6,a human being
2505,7,0,7,0,I
5301,7,0,5,2,they
1100,7,0,6,1,them
711,7,0,6,1,he
5498,7,0,1,6,my darling
3233,7,0,0,7,a beggar
5174,7,0,7,0,their
2025,7,0,5,2,the third
722,7,0,5,2,their
1187,7,0,7,0,they
3877,7,0,7,0,we
6798,7,0,7,0,her
879,7,0,3,4,the guard
4072,7,0,7,0,his
4319,7,0,6,1,he
1522,7,0,7,0,her
6549,7,0,6,1,his
6193,7,0,0,7,a missionary
2972,7,0,7,0,our
3071,7,0,6,1,He
2091,7,0,6,1,her
4022,7,0,7,0,I
1676,7,0,5,2,their
1650,7,0,0,7,a fool
1272,7,0,0,7,the surgeon
5763,7,0,6,1,her
3832,7,0,6,1,my
4630,7,0,6,1,her
3890,7,0,7,0,He
3434,7,0,7,0,their
5649,7,0,7,0,She
487,7,0,4,3,my Publishers
5097,7,0,6,1,they
1385,7,0,7,0,you
4523,7,0,4,3,these girls
5644,7,0,5,2,this gentleman
4549,7,0,4,3,he
4259,6,0,0,6,any one else
4242,6,0,5,1,she
873,6,0,4,2,the porter ’s wife
739,6,0,2,4,her friends
2415,6,0,5,1,they
2536,6,0,6,0,he
7729,6,0,6,0,we
935,6,0,5,1,their
903,6,0,5,1,she
941,6,0,2,4,all
1267,6,0,6,0,we
1586,6,0,6,0,her
4493,6,0,6,0,your
3765,6,0,6,0,our
3842,6,0,6,0,we
6884,6,0,6,0,we
4440,6,0,0,6,a clergyman
4439,6,0,0,6,a good man
4691,6,0,2,4,the coachman
6380,6,0,5,1,she
6029,6,0,0,6,your wife
4766,6,0,0,6,servants
6341,6,0,6,0,ye
4081,6,0,6,0,you
3916,6,0,5,1,they
726,6,0,5,1,they
724,6,0,3,3,his master
2963,6,0,4,2,he
3095,6,0,5,1,you
2102,6,0,0,6,her daughters
4968,6,0,6,0,us
6753,6,0,6,0,they
4529,6,0,5,1,His
2911,6,0,6,0,it
2883,6,0,6,0,their
565,6,0,0,6,sisters
1987,6,0,2,4,the charwoman
3240,6,0,5,1,you
1408,6,0,4,2,he
1983,6,0,0,6,the party
3055,6,0,6,0,their
5532,6,0,5,1,she
989,6,0,4,2,the eighty girls
2224,6,0,5,1,they
2480,6,0,6,0,I
1050,5,0,5,0,we
1073,5,0,0,5,a companion
913,5,0,0,5,the servant
2212,5,0,4,1,he
2552,5,0,5,0,he
2556,5,0,0,5,his sister
1003,5,0,3,2,the lady
1142,5,0,4,1,my
7062,5,0,4,1,his
7003,5,0,3,2,your scholars
7027,5,0,5,0,ourselves
6995,5,0,4,1,her
6959,5,0,5,0,your
3454,5,0,5,0,their
1975,5,0,5,0,we
3358,5,0,5,0,they
3310,5,0,2,3,their
7203,5,0,5,0,us
1953,5,0,5,0,I
3478,5,0,4,1,twenty scholars
3514,5,0,5,0,his
6844,5,0,2,3,their father
3809,5,0,5,0,we
1191,5,0,5,0,us
655,5,0,5,0,she
6486,5,0,4,1,her
6403,5,0,5,0,you
4208,5,0,0,5,anybody
4073,5,0,5,0,me
2994,5,0,5,0,ye
2936,5,0,5,0,they
2937,5,0,5,0,us
2941,5,0,2,3,the priest
6347,5,0,4,1,her
6277,5,0,5,0,you
6178,5,0,3,2,the fairy
6101,5,0,4,1,they
4339,5,0,0,5,my dear
4279,5,0,2,3,poor people
4262,5,0,0,5,mother
2955,5,0,0,5,the speaker
1125,5,0,4,1,they
7386,5,0,5,0,we
7323,5,0,4,1,He
5990,5,0,5,0,we
5805,5,0,0,5,My bride
5723,5,0,4,1,her
568,5,0,5,0,I
4361,5,0,0,5,aunt
4321,5,0,3,2,her
1654,5,0,5,0,we
4444,5,0,4,1,she
4394,5,0,0,5,my friend
6024,5,0,0,5,a husband
4840,5,0,4,1,them
4772,5,0,0,5,her nurse
4699,5,0,5,0,they
4598,5,0,2,3,millions
2780,5,0,5,0,we
2714,5,0,5,0,they
5108,5,0,0,5,a brother
4993,5,0,3,2,he
497,5,0,4,1,them
4990,5,0,0,5,his brother
4959,5,0,2,3,a parson
4940,5,0,3,2,them
5245,5,0,4,1,his
5202,5,0,0,5,a friend
5566,5,0,4,1,He
5522,5,0,3,2,good people
5474,5,0,5,0,he
5481,5,0,5,0,her
5168,5,0,3,2,him
1480,5,0,4,1,I
2375,5,0,4,1,her
5324,5,0,3,2,her
5241,5,0,4,1,he
2615,5,0,4,1,their
822,5,0,2,3,Little girl
1077,5,0,5,0,her
7744,5,0,5,0,you
963,4,0,3,1,one of the upper teachers
1044,4,0,2,2,each pupil
2970,4,0,2,2,the three gentlemen
3030,4,0,4,0,you
3021,4,0,4,0,her
3063,4,0,4,0,her
3139,4,0,4,0,we
3230,4,0,3,1,her
3218,4,0,3,1,her
1156,4,0,0,4,an angel
7251,4,0,3,1,their
7347,4,0,0,4,a sister
2229,4,0,3,1,her
3457,4,0,4,0,We
3509,4,0,2,2,his daughter
1954,4,0,4,0,her
3531,4,0,2,2,the heiress
2145,4,0,0,4,his guests
2794,4,0,2,2,A beggar - woman
3634,4,0,3,1,their
1199,4,0,4,0,our
6719,4,0,2,2,the people
6774,4,0,2,2,your mistresses
6966,4,0,3,1,the Christian labourer
7019,4,0,3,1,him
2248,4,0,4,0,their
7151,4,0,3,1,her
7149,4,0,3,1,him
3627,4,0,3,1,they
3626,4,0,4,0,their
3724,4,0,4,0,her
3701,4,0,4,0,I
2731,4,0,4,0,us
2716,4,0,3,1,their
3889,4,0,4,0,you
3886,4,0,3,1,their
2608,4,0,4,0,she
4066,4,0,4,0,he
6300,4,0,3,1,her
6366,4,0,3,1,her
6524,4,0,0,4,my brother
6515,4,0,4,0,her
6630,4,0,4,0,her
664,4,0,0,4,the children
669,4,0,4,0,they
4193,4,0,4,0,our
4296,4,0,0,4,papa
4331,4,0,1,3,her mama
4421,4,0,1,3,your mother
4455,4,0,2,2,a girl
4442,4,0,1,3,the other teachers
4485,4,0,4,0,we
4484,4,0,3,1,they
4480,4,0,3,1,they
6038,4,0,0,4,my Maker
6091,4,0,0,4,my dear master
6079,4,0,4,0,she
6067,4,0,2,2,my Jane
6171,4,0,1,3,a fairy
6169,4,0,4,0,our
6224,4,0,4,0,he
6222,4,0,2,2,a comrade
4497,4,0,4,0,We
4606,4,0,3,1,their
4674,4,0,3,1,their
2576,4,0,3,1,her
2535,4,0,4,0,his
1376,4,0,1,3,her family
579,4,0,4,0,my
5862,4,0,3,1,the darlings
5857,4,0,3,1,it
5890,4,0,4,0,we
6033,4,0,4,0,her
6010,4,0,0,4,a married man
6008,4,0,4,0,we
6054,4,0,2,2,my banker
1573,4,0,3,1,her
4765,4,0,3,1,them
485,4,0,0,4,the Public
4820,4,0,4,0,our
4887,4,0,0,4,the deuce
1497,4,0,3,1,his
1490,4,0,4,0,we
5044,4,0,3,1,their
5434,4,0,3,1,their
5520,4,0,2,2,sister
2213,4,0,3,1,their
2199,4,0,4,0,they
562,4,0,0,4,the mother
5074,4,0,3,1,he
1455,4,0,1,3,most people
1431,4,0,3,1,I
5175,4,0,0,4,a listener
2442,4,0,3,1,he
2408,4,0,4,0,they
2484,4,0,2,2,driver
2479,4,0,3,1,my
2897,4,0,4,0,him
2912,4,0,4,0,him
2943,4,0,2,2,the strangers
2095,4,0,1,3,Some of them
2997,4,0,4,0,we
780,4,0,1,3,the company
799,4,0,0,4,the porter
898,4,0,4,0,we
971,4,0,2,2,each girl
867,3,0,3,0,we
2243,3,0,3,0,them
1007,3,0,2,1,her
1008,3,0,0,3,this lady
882,3,0,3,0,we
897,3,0,2,1,his
839,3,0,0,3,a person
820,3,0,2,1,the stony stranger
1086,3,0,2,1,the famished great girls
1099,3,0,2,1,their
7738,3,0,2,1,the beneficent God of this earth
7750,3,0,3,0,you
2088,3,0,3,0,they
2842,3,0,3,0,he
2900,3,0,3,0,I
2905,3,0,3,0,we
2854,3,0,3,0,Her
2855,3,0,3,0,our
2861,3,0,0,3,other people
2885,3,0,3,0,her
2895,3,0,3,0,her
2105,3,0,2,1,her
972,3,0,0,3,none
5185,3,0,1,2,her child
5172,3,0,2,1,A woman who could betray me for such a rival
2468,3,0,0,3,the one
513,3,0,2,1,"some of those amongst whom he hurls the Greek fire of his sarcasm , and over whom he flashes the levin - brand of his denunciation"
5135,3,0,0,3,a figure
5062,3,0,0,3,your equal
5023,3,0,3,0,she
5026,3,0,0,3,young lady
5558,3,0,2,1,a pair
558,3,0,0,3,his mama
5531,3,0,0,3,the gipsy
5516,3,0,2,1,no gentlemen
5441,3,0,2,1,the _ gentlemen
5407,3,0,2,1,the whole tribe
1387,3,0,0,3,a teacher
1407,3,0,3,0,we
5291,3,0,3,0,You
5281,3,0,2,1,they
5220,3,0,2,1,She
4983,3,0,3,0,we
4985,3,0,0,3,relatives
2506,3,0,3,0,they
2508,3,0,3,0,he
2515,3,0,0,3,a little child
1514,3,0,0,3,a new governess
4868,3,0,1,2,his tenants
4751,3,0,0,3,a visitor
2218,3,0,2,1,the performers
2390,3,0,3,0,her
1309,3,0,0,3,Somebody
581,3,0,3,0,we
5829,3,0,1,2,The doctor
1337,3,0,0,3,teacher
1270,3,0,1,2,woman
1576,3,0,1,2,a little girl
4705,3,0,1,2,some people
2192,3,0,0,3,his party
2123,3,0,1,2,The sisters
4673,3,0,0,3,no friends
4694,3,0,3,0,they
4635,3,0,2,1,a criminal
4579,3,0,0,3,a liar
4534,3,0,2,1,their
4494,3,0,2,1,them
1584,3,0,0,3,her governess
2352,3,0,2,1,their
2366,3,0,2,1,I
6151,3,0,2,1,she
6170,3,0,3,0,It
6177,3,0,3,0,you
618,3,0,0,3,her children
6187,3,0,3,0,she
6132,3,0,2,1,my dear husband
1590,3,0,2,1,her lover
1606,3,0,1,2,her employer
2592,3,0,0,3,the other
4458,3,0,2,1,Hardened girl
4410,3,0,3,0,your
4419,3,0,0,3,an orphan
4424,3,0,2,1,they
4400,3,0,1,2,your parents
4407,3,0,3,0,you
1664,3,0,2,1,persons who entertain solemn doctrines about the angelic nature of children
4329,3,0,2,1,them
2584,3,0,0,3,her parent
4315,3,0,1,2,my benefactress
4280,3,0,2,1,they
4248,3,0,0,3,nurse
4266,3,0,0,3,cousins
4222,3,0,3,0,them
4171,3,0,3,0,His
4155,3,0,2,1,the boy
4158,3,0,3,0,we
4159,3,0,3,0,they
4099,3,0,2,1,you
4102,3,0,3,0,He
1219,3,0,2,1,them
667,3,0,0,3,the housemaid
6621,3,0,3,0,you
6604,3,0,0,3,brother
6545,3,0,2,1,she
642,3,0,2,1,their
1246,3,0,0,3,the sick
631,3,0,0,3,my mother ’s brother
6332,3,0,0,3,the clerk
4108,3,0,3,0,we
2673,3,0,3,0,we
1828,3,0,3,0,his
3991,3,0,3,0,they
4011,3,0,2,1,the hapless owner of this wreck
3926,3,0,3,0,their
3936,3,0,3,0,you
3937,3,0,2,1,that spectre
3948,3,0,3,0,it
1840,3,0,3,0,our
1862,3,0,0,3,an ugly man
3847,3,0,3,0,his
3858,3,0,0,3,the Christian
1872,3,0,0,3,her guardian
2699,3,0,0,3,the ostler
2653,3,0,3,0,we
3749,3,0,3,0,we
3752,3,0,3,0,they
3697,3,0,1,2,the British peasantry
3702,3,0,3,0,you
3674,3,0,2,1,two sisters
3664,3,0,3,0,we
7106,3,0,0,3,a missionary ’s wife
2300,3,0,2,1,Two or three of the gentlemen
7068,3,0,2,1,the new mistress
6786,3,0,3,0,we
6801,3,0,1,2,your friends
6698,3,0,3,0,her
6702,3,0,1,2,the inmate
1196,3,0,0,3,my companions
3630,3,0,3,0,you
2150,3,0,1,2,their wives
3487,3,0,3,0,them
3515,3,0,3,0,our
3519,3,0,2,1,"a gay voice , sweet as a silver bell"
3413,3,0,3,0,we
3336,3,0,3,0,I
3297,3,0,1,2,the old servant
3301,3,0,2,1,them
7561,3,0,3,0,we
7544,3,0,3,0,you
749,3,0,3,0,I
2225,3,0,1,2,the spectators
2230,3,0,2,1,her
7513,3,0,2,1,they
1119,3,0,2,1,three other visitors
1136,3,0,2,1,her
742,3,0,0,3,father
7153,3,0,2,1,the rash pair
1143,3,0,2,1,their
7176,3,0,3,0,you
3311,3,0,0,3,their brother
3270,3,0,2,1,an elderly woman
2804,3,0,3,0,him
3287,3,0,2,1,her
3258,3,0,3,0,it
2046,3,0,1,2,the abigails
3182,3,0,3,0,I
3034,3,0,2,1,the Indian
2961,3,0,2,1,you
998,3,0,0,3,the whole school
964,3,0,1,2,the upper teachers
922,2,0,1,1,no parents
923,2,0,1,1,The lady I had left
933,2,0,2,0,we
1026,2,0,1,1,sundry pale and thin ones herded together for shelter and warmth
880,2,0,0,2,coachman
2111,2,0,1,1,the three most distinguished
991,2,0,1,1,full - grown girls
894,2,0,1,1,kidnappers
834,2,0,0,2,the Liar
838,2,0,2,0,I.
82,2,0,2,0,they
825,2,0,0,2,his person
1079,2,0,1,1,a great rough girl
1087,2,0,0,2,the little ones
1097,2,0,1,1,a double row of great girls
7758,2,0,2,0,our
789,2,0,1,1,that functionary
774,2,0,0,2,housekeeper
7749,2,0,1,1,any listener
2858,2,0,1,1,My love
7678,2,0,2,0,they
7688,2,0,2,0,ours
7693,2,0,2,0,we
7698,2,0,1,1,a beautiful young lady called Rosamond
7637,2,0,0,2,a hireling
7610,2,0,0,2,an independent woman
7611,2,0,1,1,My uncle in Madeira
762,2,0,0,2,fiend
7623,2,0,0,2,your nurse
7585,2,0,1,1,your post - boy
7476,2,0,0,2,the present gentleman
7484,2,0,2,0,They
2256,2,0,1,1,a careful observer
2261,2,0,1,1,the rest of the party
2909,2,0,2,0,his
7519,2,0,2,0,them
7444,2,0,1,1,the insignificant
1124,2,0,1,1,the elder lady
1129,2,0,1,1,their reverend relative
7349,2,0,0,2,a coadjutor
7361,2,0,2,0,us
7372,2,0,1,1,a girl of nineteen
7373,2,0,2,0,we
7313,2,0,2,0,us
7320,2,0,1,1,that ever was truly called
7276,2,0,2,0,They
7277,2,0,1,1,a poor lad
7290,2,0,1,1,those conquerors whose triumphs have cost them too dear
7257,2,0,1,1,somebody else
2843,2,0,2,0,We
1139,2,0,1,1,the dread judge
1144,2,0,1,1,the elderly lady
1154,2,0,0,2,a slave
7169,2,0,1,1,this young girl
7171,2,0,0,2,a lunatic
7143,2,0,1,1,four new girls
7111,2,0,1,1,the band who have merged all ambitions in the glorious one of bettering their race
7063,2,0,0,2,his friends
7074,2,0,1,1,the officers
7052,2,0,0,2,a soldier
7057,2,0,2,0,their
7024,2,0,2,0,them
6970,2,0,1,1,the Redeemer
6982,2,0,0,2,girls
6941,2,0,0,2,your society
6955,2,0,0,2,the lot
6962,2,0,0,2,the educated
2991,2,0,0,2,a big woman
2928,2,0,2,0,we
2077,2,0,2,0,They
2080,2,0,0,2,the two
2081,2,0,0,2,the rest
2085,2,0,2,0,We
2096,2,0,0,2,their persons
2097,2,0,1,1,one or two
6907,2,0,1,1,My parents
6910,2,0,0,2,a pupil
6926,2,0,2,0,our
6888,2,0,2,0,us
6901,2,0,1,1,the greatest man
6851,2,0,1,1,th ’ childer
6804,2,0,2,0,we
6812,2,0,2,0,we
6825,2,0,0,2,a dressmaker
6778,2,0,0,2,a vagrant
6784,2,0,1,1,any followers
679,2,0,1,1,the elves
6728,2,0,1,1,Poor folk
6745,2,0,0,2,an outcast
6759,2,0,0,2,childer
6762,2,0,2,0,we
6767,2,0,0,2,your brother
1225,2,0,1,1,those girls who were fortunate enough to have friends and relations able and willing to remove them from the seat of contagion
1227,2,0,0,2,relations
6659,2,0,1,1,a quiet little figure
2327,2,0,0,2,both ladies
2333,2,0,2,0,he
2337,2,0,2,0,we
2340,2,0,2,0,they
3066,2,0,2,0,her
3042,2,0,1,1,these poor girls
3043,2,0,2,0,he
6643,2,0,1,1,two successors
6655,2,0,0,2,all men
6605,2,0,2,0,their
6576,2,0,0,2,society
6533,2,0,1,1,a bride already courted for me
6472,2,0,1,1,each villain
6474,2,0,2,0,you
6442,2,0,0,2,a daughter
6422,2,0,1,1,"this young girl , who stands so grave and quiet at the mouth of hell , looking collectedly at the gambols of a demon"
6378,2,0,1,1,this lawyer
6394,2,0,1,1,the Creole
3112,2,0,2,0,they
3118,2,0,1,1,the universal mother
635,2,0,0,2,her own children
6351,2,0,0,2,my sister
6352,2,0,0,2,merchant
6356,2,0,1,1,the woman mentioned therein
1239,2,0,1,1,the rest who continued well
1254,2,0,2,0,we
6306,2,0,2,0,us
6314,2,0,0,2,a strange being
6337,2,0,2,0,We
6216,2,0,1,1,any other woman
6221,2,0,2,0,you
6239,2,0,0,2,a good husband
6249,2,0,1,1,moralists
6255,2,0,1,1,"a woman who could bring her husband neither fortune , beauty , nor connections"
2354,2,0,1,1,the younger
2358,2,0,1,1,the trembling trio just returned
2367,2,0,2,0,her
6201,2,0,0,2,Adèle ’s governess
6147,2,0,1,1,Gentlemen in his station
6103,2,0,0,2,suitors
6113,2,0,0,2,a Christian
6062,2,0,0,2,a beauty
604,2,0,0,2,belated travellers
6057,2,0,1,1,a peer ’s daughter
2388,2,0,1,1,the visitors
6021,2,0,0,2,my equal
1236,2,0,1,1,the sweetbriars
5946,2,0,0,2,a handsome man
5900,2,0,0,2,a stranger to me
592,2,0,0,2,The house - maid
5921,2,0,0,2,cousin
5922,2,0,2,0,we
2035,2,0,1,1,the master of Thornfield Hall
2060,2,0,2,0,our
5868,2,0,2,0,we
5881,2,0,2,0,her
5811,2,0,1,1,my relatives
5820,2,0,0,2,your bride
5841,2,0,1,1,my daughters
5793,2,0,1,1,her coachman
5768,2,0,1,1,a Reed of
5711,2,0,0,2,a fellow - creature
5670,2,0,2,0,us
5696,2,0,2,0,their
1345,2,0,0,2,companion
1379,2,0,1,1,a teacher who occupied the same room with me
5586,2,0,2,0,It
5589,2,0,0,2,youth
5598,2,0,1,1,the people in the drawing - room yonder
3296,2,0,2,0,them
3214,2,0,1,1,those who wished to help themselves
5576,2,0,0,2,his bride
5528,2,0,1,1,a gipsy vagabond
553,2,0,2,0,us
5547,2,0,1,1,the fine people
5484,2,0,1,1,colonel
5489,2,0,1,1,the gentry
5495,2,0,1,1,My dear boys
550,2,0,1,1,The fiend
5416,2,0,1,1,Dear mama
1409,2,0,0,2,an elderly lady
1411,2,0,0,2,widow
1427,2,0,0,2,the committee
1428,2,0,2,0,they
1336,2,0,0,2,pupil
2797,2,0,2,0,them
2816,2,0,2,0,they
2742,2,0,1,1,one or both parties
5399,2,0,0,2,My dearest
5344,2,0,0,2,their maids
5352,2,0,0,2,every one
5355,2,0,2,0,They
5360,2,0,1,1,What beautiful ladies
5326,2,0,1,1,all women
5306,2,0,0,2,the younger ones
521,2,0,2,0,They
5183,2,0,0,2,my daughter
5205,2,0,0,2,a devil
5165,2,0,1,1,Céline ’s chamber - maid
3315,2,0,1,1,the brother
3320,2,0,2,0,us
3334,2,0,1,1,nature
2467,2,0,2,0,them
2500,2,0,2,0,He
5178,2,0,1,1,your agent
1449,2,0,1,1,I
5076,2,0,2,0,its
504,2,0,2,0,him
5006,2,0,1,1,these civilities
2510,2,0,1,1,"far - distant , long - absent , wholly estranged relatives"
4962,2,0,1,1,a convent full of religieuses would worship their director
4965,2,0,1,1,a novice
1517,2,0,2,0,me
1518,2,0,0,2,my employer
4916,2,0,0,2,a surgeon
1993,2,0,2,0,"herself,—as"
2018,2,0,1,1,four equestrians
3351,2,0,0,2,mistress
4923,2,0,0,2,monsieur
491,2,0,1,1,certain generous critics who have encouraged me
4815,2,0,0,2,my nurse
4836,2,0,1,1,her parents
