COREF,n_mentions,n_prop,n_pron,n_nom,top_text
3361,32,0,20,12,the surgeon
3859,32,0,32,0,I
533,31,0,13,18,the man
529,31,0,31,0,our
4002,31,0,30,1,they
6465,31,0,15,16,each
6420,31,0,2,29,each other
3854,30,0,30,0,me
6320,30,0,10,20,children
3856,29,0,29,0,I
5329,29,0,29,0,us
1340,29,0,20,9,they
7642,28,0,25,3,you
1219,27,0,25,2,he
7441,27,0,19,8,his
2942,27,0,23,4,their
3422,26,0,25,1,you
6317,26,0,21,5,he
6617,26,0,11,15,the manager
729,26,0,8,18,people
823,25,0,15,10,his
7459,25,0,25,0,we
6877,25,0,15,10,my brother
653,24,0,19,5,I
7482,24,0,9,15,my friends
8325,24,0,22,2,her
709,24,0,24,0,I
718,24,0,21,3,her
649,24,0,21,3,I
6604,24,0,15,9,you
657,24,0,16,8,his mother
1593,24,0,17,7,he
7059,23,0,7,16,the audience
581,23,0,8,15,the hero
750,23,0,9,14,both
1453,23,0,22,1,he
3094,23,0,22,1,his
5496,23,0,22,1,she
526,23,0,11,12,the author
9094,23,0,22,1,her
2321,23,0,20,3,thee
1493,22,0,5,17,women
3866,22,0,21,1,him
8266,22,0,21,1,her
689,22,0,22,0,we
6585,22,0,17,5,him
5869,21,0,21,0,you
3862,21,0,21,0,his
911,21,0,14,7,him
6399,21,0,8,13,the ladies
4861,21,0,19,2,he
3691,20,0,19,1,I
5131,20,0,20,0,we
2208,20,0,14,6,he
7974,20,0,15,5,he
937,20,0,10,10,the player
5705,20,0,20,0,our
6251,20,0,7,13,the spectators
2893,20,0,19,1,you
637,20,0,17,3,your
1362,19,0,15,4,them
6442,19,0,19,0,we
2319,19,0,18,1,he
2190,19,0,0,19,his lordship
1122,19,0,19,0,our
858,19,0,4,15,the Ghost
6637,18,0,14,4,he
7990,18,0,18,0,thou
7064,18,0,15,3,he
1689,18,0,10,8,the clergyman
2248,18,0,15,3,his
1380,18,0,17,1,their
4557,18,0,18,0,their
7144,18,0,9,9,his lady
3627,18,0,18,0,I
7788,18,0,17,1,they
766,18,0,6,12,his friends
3471,18,0,18,0,I
5320,18,0,18,0,he
8434,18,0,18,0,us
7726,17,0,16,1,her
6713,17,0,6,11,his people
6404,17,0,17,0,we
3133,17,0,17,0,our
8448,17,0,17,0,your
922,17,0,12,5,her
6263,17,0,3,14,a friend
6277,17,0,2,15,every one
699,17,0,17,0,my
834,17,0,7,10,his wife
736,16,0,11,5,them
6627,16,0,9,7,sir
3860,16,0,16,0,him
3139,16,0,16,0,they
6219,16,0,9,7,Your father
9275,16,0,16,0,we
6434,16,0,2,14,the two
4793,16,0,15,1,his
6514,16,0,0,16,one another
9238,16,0,16,0,you
6206,16,0,2,14,any one
4412,16,0,14,2,you
7444,16,0,16,0,you
2230,16,0,3,13,the women
7487,16,0,16,0,we
6749,16,0,12,4,his
3891,16,0,11,5,he
1643,15,0,15,0,we
4739,15,0,15,0,we
7951,15,0,15,0,thy
5539,15,0,15,0,we
5918,15,0,15,0,I
1645,15,0,10,5,the girls
3414,15,0,7,8,the huntsman
9019,15,0,14,1,her
2404,15,0,15,0,our
7953,15,0,15,0,our
7430,14,0,12,2,thou
1408,14,0,13,1,they
4687,14,0,13,1,he
5195,14,0,12,2,he
3919,14,0,14,0,our
672,14,0,4,10,the youth
5446,14,0,13,1,I
5490,14,0,13,1,her
5743,14,0,14,0,she
1280,14,0,2,12,a boy
9133,13,0,13,0,we
4999,13,0,12,1,his
3187,13,0,13,0,we
609,13,0,12,1,her
2727,13,0,12,1,he
5650,13,0,13,0,you
5674,13,0,13,0,we
8571,13,0,13,0,we
760,13,0,6,7,his guests
1809,13,0,13,0,our
6968,13,0,13,0,we
7868,13,0,13,0,we
6884,13,0,13,0,her
6205,13,0,0,13,friends
828,13,0,2,11,the family
6227,13,0,13,0,you
6257,13,0,1,12,the King
6201,13,0,0,13,a child
3611,12,0,5,7,his sister
3307,12,0,11,1,their
6949,12,0,11,1,her
7630,12,0,11,1,he
2064,12,0,12,0,their
2081,12,0,11,1,his
7149,12,0,12,0,thou
996,12,0,5,7,the players
654,12,0,12,0,we
1345,12,0,9,3,his
6382,12,0,2,10,actors
6202,12,0,7,5,my darling
5647,12,0,10,2,her
6193,12,0,12,0,we
1452,12,0,10,2,they
4531,12,0,6,6,the doctor
4881,12,0,11,1,he
1160,12,0,12,0,us
586,12,0,4,8,many
2443,12,0,6,6,the men
4572,12,0,12,0,you
8404,12,0,12,0,you
6903,11,0,5,6,the old gentleman
827,11,0,6,5,the lover
4734,11,0,11,0,them
5909,11,0,11,0,I
595,11,0,6,5,every man
3327,11,0,9,2,her
4575,11,0,10,1,he
5783,11,0,10,1,her
1003,11,0,11,0,they
956,11,0,2,9,her father
4740,11,0,10,1,him
8654,11,0,11,0,you
2683,11,0,5,6,the persons
668,11,0,10,1,her
8328,11,0,10,1,he
4028,11,0,10,1,they
1364,11,0,8,3,her
4944,11,0,10,1,she
7981,11,0,11,0,you
2420,11,0,11,0,they
6353,11,0,4,7,my parents
3978,11,0,11,0,us
9276,11,0,11,0,you
6507,11,0,9,2,him
3349,10,0,9,1,he
8876,10,0,10,0,we
8471,10,0,9,1,they
746,10,0,7,3,his
6413,10,0,3,7,the servants
4658,10,0,7,3,he
3203,10,0,10,0,their
3666,10,0,10,0,he
4680,10,0,10,0,we
1792,10,0,9,1,his
8817,10,0,10,0,we
1023,10,0,1,9,a girl
8574,10,0,9,1,his
6464,10,0,5,5,all of them
877,10,0,8,2,his
5579,10,0,9,1,he
7495,10,0,9,1,they
3719,10,0,5,5,both of them
5856,10,0,10,0,you
5862,10,0,10,0,thou
5860,10,0,9,1,I
913,10,0,1,9,the former
3389,10,0,9,1,his
6231,10,0,10,0,us
901,10,0,6,4,her
3662,10,0,10,0,us
3629,10,0,9,1,them
4160,10,0,8,2,they
6714,10,0,10,0,thee
4056,10,0,10,0,our
6606,10,0,10,0,we
8612,10,0,9,1,you
6805,10,0,3,7,the artist
8353,10,0,9,1,he
3606,10,0,6,4,he
3592,10,0,5,5,a lady
769,10,0,2,8,some
8152,10,0,9,1,his
3917,10,0,9,1,her
5310,9,0,8,1,he
5238,9,0,8,1,him
7406,9,0,9,0,our
7393,9,0,7,2,her
6483,9,0,2,7,boys
4725,9,0,8,1,he
7162,9,0,1,8,Master
2999,9,0,6,3,his audience
5740,9,0,9,0,she
3330,9,0,5,4,he
3060,9,0,9,0,they
2225,9,0,3,6,nobody
6791,9,0,9,0,us
6584,9,0,5,4,a young man
2156,9,0,8,1,they
6497,9,0,8,1,her
3747,9,0,8,1,them
6397,9,0,3,6,my sisters
6671,9,0,7,2,he
8853,9,0,9,0,us
7993,9,0,9,0,we
1106,9,0,9,0,her
765,9,0,2,7,his family
8628,9,0,8,1,he
779,9,0,1,8,no man
8710,9,0,9,0,us
1595,9,0,9,0,they
1124,9,0,1,8,our readers
7762,9,0,8,1,their
9066,9,0,9,0,our
5995,8,0,8,0,us
5313,8,0,8,0,I
5822,8,0,8,0,we
6642,8,0,2,6,my husband
1654,8,0,8,0,them
1342,8,0,0,8,the crowd
7210,8,0,3,5,the whole company
7115,8,0,7,1,his
5080,8,0,7,1,her
9000,8,0,7,1,they
4125,8,0,7,1,they
1883,8,0,7,1,him
6646,8,0,0,8,an actor
7895,8,0,8,0,we
756,8,0,0,8,his son
7695,8,0,7,1,herself
2749,8,0,7,1,they
5376,8,0,7,1,her
633,8,0,6,2,they
1676,8,0,6,2,his
1974,8,0,7,1,they
1959,8,0,2,6,father
7024,8,0,3,5,my wife
3425,8,0,8,0,he
8880,8,0,7,1,their
2111,8,0,8,0,their
8632,8,0,8,0,we
1698,8,0,3,5,the rest of the company
1330,8,0,8,0,they
7471,8,0,7,1,they
7454,8,0,7,1,his
5419,8,0,7,1,his
4901,8,0,8,0,our
1607,8,0,3,5,the guests
6499,8,0,5,3,the goddess
5768,8,0,8,0,you
8110,8,0,7,1,they
3671,8,0,8,0,us
9059,8,0,7,1,his
5070,7,0,6,1,their
8364,7,0,6,1,their
6653,7,0,4,3,any man
8830,7,0,6,1,her
643,7,0,4,3,manager
2842,7,0,6,1,their
870,7,0,4,3,the young man
5651,7,0,7,0,she
5543,7,0,6,1,you
6773,7,0,6,1,his
8560,7,0,7,0,you
6832,7,0,4,3,I
5744,7,0,7,0,him
1288,7,0,6,1,them
1232,7,0,3,4,the actresses
540,7,0,6,1,he
5317,7,0,7,0,he
5132,7,0,6,1,he
5826,7,0,7,0,I
5831,7,0,7,0,you
847,7,0,6,1,their
7748,7,0,3,4,these persons
6064,7,0,0,7,all Booksellers
693,7,0,6,1,they
669,7,0,1,6,woman
6957,7,0,4,3,the waiter
5893,7,0,6,1,They
4790,7,0,6,1,her
1170,7,0,7,0,he
7239,7,0,7,0,thy
1125,7,0,6,1,him
9087,7,0,7,0,you
7484,7,0,7,0,them
1469,7,0,3,4,the multitude
1425,7,0,6,1,he
6289,7,0,6,1,he
6481,7,0,6,1,his
2296,7,0,6,1,their
4695,7,0,7,0,our
9157,7,0,6,1,he
9307,7,0,6,1,his
2343,7,0,6,1,they
9213,7,0,7,0,we
3819,7,0,7,0,they
6322,7,0,4,3,the young ones
7335,7,0,3,4,the burgher
3965,7,0,7,0,we
9124,7,0,6,1,she
2379,7,0,5,2,her
6593,7,0,0,7,your friend
607,7,0,6,1,him
7422,7,0,6,1,him
5629,7,0,6,1,them
6612,7,0,7,0,you
1338,7,0,1,6,our company
2462,7,0,5,2,he
3467,7,0,3,4,the parson
8319,7,0,7,0,us
6455,7,0,3,4,a hero
4391,7,0,7,0,us
6562,7,0,6,1,she
1430,7,0,1,6,her friends
9283,7,0,6,1,he
1990,6,0,5,1,their
5694,6,0,6,0,we
6484,6,0,0,6,girls
1996,6,0,6,0,them
6799,6,0,6,0,you
8077,6,0,4,2,the former king
7715,6,0,5,1,he
2305,6,0,2,4,the steward
1269,6,0,5,1,her
8087,6,0,3,3,the spectator
6621,6,0,0,6,a son
6719,6,0,6,0,we
2594,6,0,5,1,their
6085,6,0,0,6,the publisher
614,6,0,6,0,us
6633,6,0,6,0,we
8289,6,0,6,0,thee
6587,6,0,6,0,we
8161,6,0,5,1,his
666,6,0,2,4,our hero
8157,6,0,6,0,thou
628,6,0,2,4,persons
8371,6,0,6,0,our
8153,6,0,6,0,we
8419,6,0,5,1,him
6538,6,0,5,1,he
2159,6,0,3,3,our travellers
6530,6,0,5,1,his
2585,6,0,3,3,our players
7903,6,0,6,0,you
5648,6,0,4,2,you
8341,6,0,6,0,we
7328,6,0,2,4,noblemen
4887,6,0,5,1,his
3873,6,0,4,2,The two children
1033,6,0,6,0,their
1145,6,0,6,0,our
3288,6,0,5,1,him
7347,6,0,4,2,they
1976,6,0,3,3,Most of them
5225,6,0,5,1,his
6935,6,0,3,3,statesmen
7602,6,0,0,6,his uncle
5128,6,0,6,0,we
7058,6,0,5,1,their
5125,6,0,6,0,they
3002,6,0,6,0,he
723,6,0,6,0,She
7238,6,0,5,1,she
9167,6,0,5,1,her
7018,6,0,0,6,child
7092,6,0,5,1,him
5319,6,0,6,0,you
7105,6,0,6,0,us
1254,6,0,5,1,their
954,6,0,5,1,her
6809,6,0,6,0,thee
6817,6,0,1,5,all men
5578,6,0,5,1,him
8600,6,0,6,0,you
5535,6,0,6,0,us
5332,6,0,5,1,he
2697,6,0,6,0,our
9162,6,0,6,0,thou
4018,6,0,6,0,our
7463,6,0,4,2,a great man
3478,6,0,5,1,her
3493,6,0,4,2,they
6871,6,0,6,0,thou
5380,6,0,5,1,he
3209,5,0,3,2,their
2400,5,0,0,5,his Highness
9069,5,0,5,0,you
3884,5,0,5,0,our
3907,5,0,5,0,our
9155,5,0,4,1,him
8154,5,0,4,1,him
5588,5,0,4,1,he
6298,5,0,1,4,a servant
1394,5,0,1,4,the troop
1432,5,0,5,0,they
3360,5,0,5,0,they
2278,5,0,4,1,their
2280,5,0,4,1,I
2283,5,0,2,3,the servant
6378,5,0,2,3,my comrades
1418,5,0,5,0,they
9333,5,0,4,1,its
3554,5,0,5,0,their
6360,5,0,3,2,the young
6356,5,0,1,4,his actors
8196,5,0,4,1,his
9295,5,0,5,0,We
3668,5,0,5,0,them
9226,5,0,4,1,they
3737,5,0,4,1,him
6306,5,0,4,1,themselves
4216,5,0,5,0,our
8973,5,0,4,1,they
8232,5,0,5,0,you
5323,5,0,5,0,we
8405,5,0,4,1,they
5247,5,0,3,2,Our uncle
525,5,0,1,4,the reader
5859,5,0,5,0,her
1221,5,0,4,1,they
8473,5,0,3,2,cultivated men
5296,5,0,5,0,us
5315,5,0,5,0,his
580,5,0,5,0,us
6221,5,0,0,5,mother
5445,5,0,5,0,we
8041,5,0,5,0,thee
8508,5,0,5,0,us
5715,5,0,5,0,they
2694,5,0,1,4,a mother
8599,5,0,4,1,they
558,5,0,1,4,a stranger
8592,5,0,5,0,you
5208,5,0,5,0,we
5896,5,0,4,1,I
5095,5,0,5,0,we
5086,5,0,5,0,we
4365,5,0,4,1,his
8242,5,0,5,0,you
825,5,0,2,3,the fugitives
4415,5,0,5,0,they
4454,5,0,4,1,them
4465,5,0,5,0,we
4467,5,0,5,0,their
8947,5,0,5,0,our
1173,5,0,5,0,their
1174,5,0,0,5,strangers
4754,5,0,4,1,he
5026,5,0,5,0,we
5027,5,0,4,1,her
1318,5,0,5,0,us
8795,5,0,4,1,their
2891,5,0,5,0,our
2539,5,0,3,2,our actors
5472,5,0,5,0,we
3410,5,0,4,1,he
1534,5,0,3,2,their
1548,5,0,4,1,he
6590,5,0,1,4,My son
667,5,0,4,1,their
6505,5,0,4,1,her
7913,5,0,5,0,we
7290,5,0,4,1,he
6715,5,0,3,2,your company
7675,5,0,5,0,thou
1520,5,0,4,1,their
6692,5,0,2,3,mortals
6902,5,0,4,1,them
6711,5,0,4,1,he
7585,5,0,5,0,us
7901,5,0,5,0,thou
6918,5,0,5,0,we
2044,5,0,4,1,you
7101,5,0,5,0,we
1787,5,0,5,0,us
655,5,0,0,5,two lovers
1857,5,0,1,4,the old harper
7174,5,0,5,0,thou
7559,5,0,5,0,us
1591,5,0,3,2,our countrymen
6556,5,0,5,0,you
6698,5,0,4,1,him
1865,5,0,3,2,his
6737,5,0,5,0,us
6754,5,0,5,0,we
8004,5,0,5,0,Thy
2237,5,0,0,5,their friend
1574,5,0,4,1,his
6819,5,0,4,1,they
7415,5,0,1,4,my people
1956,5,0,5,0,our
7019,5,0,4,1,her
1929,5,0,3,2,the _ Stallmeister _
7700,5,0,4,1,she
7978,5,0,3,2,our father
6495,5,0,4,1,her
1703,5,0,2,3,all the party
7768,5,0,0,5,my aunt
2933,4,0,2,2,the youths
4865,4,0,3,1,she
4992,4,0,3,1,These estimable persons
4759,4,0,3,1,she
6993,4,0,4,0,us
1854,4,0,4,0,us
4936,4,0,1,3,our family
4766,4,0,4,0,we
4929,4,0,4,0,they
4812,4,0,1,3,the captain
4833,4,0,0,4,my invisible Friend
4834,4,0,4,0,us
2927,4,0,3,1,their
1849,4,0,2,2,an old acquaintance
4990,4,0,3,1,The noble family
7652,4,0,0,4,my confidant
6973,4,0,3,1,Men who put a great value on gardens
536,4,0,2,2,a translator
6814,4,0,1,3,the Devil
2684,4,0,3,1,their
6823,4,0,3,1,their
8627,4,0,2,2,the hapless creature
1951,4,0,3,1,thee
6824,4,0,2,2,you
5462,4,0,3,1,they
5449,4,0,2,2,This friend
1934,4,0,2,2,his
6869,4,0,3,1,the rich man
1930,4,0,4,0,They
2734,4,0,3,1,they
2745,4,0,2,2,the strangers
5147,4,0,4,0,our
5356,4,0,3,1,they
5348,4,0,1,3,her children
8663,4,0,3,1,him
8693,4,0,4,0,you
7657,4,0,3,1,some nobleman
6900,4,0,3,1,The proprietor
5271,4,0,4,0,our
8910,4,0,4,0,our
2815,4,0,3,1,she
522,4,0,4,0,you
696,4,0,0,4,the lovers
5155,4,0,3,1,These preachers
2966,4,0,4,0,they
801,4,0,1,3,a father
1182,4,0,3,1,"Several men , who came behind him in succession , and saluted him as they passed by to continue their hasty way into the mountains , by steep footpaths"
1047,4,0,2,2,her
7207,4,0,4,0,we
7223,4,0,4,0,we
9149,4,0,4,0,our
1735,4,0,2,2,Every actor
9172,4,0,4,0,you
3833,4,0,3,1,they
3826,4,0,3,1,them
7293,4,0,0,4,youth
1719,4,0,4,0,them
9231,4,0,4,0,we
7310,4,0,3,1,their
7314,4,0,0,4,a prince
7325,4,0,2,2,men of rank
3640,4,0,4,0,our
7360,4,0,4,0,thou
8919,4,0,3,1,The nephew
3312,4,0,0,4,a surgeon
9311,4,0,3,1,they
3607,4,0,4,0,we
3600,4,0,4,0,they
3589,4,0,4,0,Our
3518,4,0,4,0,their
9354,4,0,4,0,They
1686,4,0,0,4,his person
7376,4,0,3,1,they
3472,4,0,4,0,thee
9355,4,0,3,1,him
1678,4,0,0,4,a clergyman
3362,4,0,1,3,his patient
957,4,0,4,0,their
1101,4,0,3,1,them
3200,4,0,3,1,they
3904,4,0,3,1,the other wanderers
3911,4,0,4,0,they
8927,4,0,4,0,our
4690,4,0,3,1,their
7618,4,0,4,0,us
7028,4,0,4,0,our
7048,4,0,0,4,acquaintances
4671,4,0,3,1,two sons of the marshal of the court
6806,4,0,4,0,we
8933,4,0,2,2,the impassioned girl
3030,4,0,4,0,we
4641,4,0,3,1,his
4612,4,0,4,0,us
4603,4,0,3,1,her
1800,4,0,3,1,his
8969,4,0,3,1,her
7081,4,0,4,0,us
4535,4,0,4,0,they
3085,4,0,4,0,them
3131,4,0,3,1,his
4070,4,0,4,0,you
4055,4,0,4,0,we
4047,4,0,3,1,their
9084,4,0,4,0,us
4016,4,0,2,2,both gentlemen
7535,4,0,0,4,lover
3972,4,0,4,0,our
3935,4,0,4,0,our
3186,4,0,4,0,them
1115,4,0,3,1,his
7190,4,0,4,0,we
6808,4,0,2,2,the gods
6917,4,0,3,1,this young gallant
771,4,0,0,4,none
6156,4,0,0,4,the copyright holder
6276,4,0,2,2,our little party
6264,4,0,1,3,this child
2387,4,0,0,4,the gentlemen
1384,4,0,0,4,king
816,4,0,2,2,the mistress of the house
8185,4,0,3,1,he
7896,4,0,4,0,they
6574,4,0,3,1,he
2448,4,0,3,1,his
6603,4,0,2,2,the poor youth
2114,4,0,3,1,their
7729,4,0,0,4,Queen
6614,4,0,0,4,the one
7801,4,0,4,0,We
6626,4,0,2,2,their children
604,4,0,3,1,their
8347,4,0,4,0,You
593,4,0,0,4,players
592,4,0,0,4,the uncle
2079,4,0,2,2,this worthy person
6703,4,0,4,0,we
2037,4,0,3,1,her
6281,4,0,0,4,sisters
6297,4,0,3,1,this young man
7904,4,0,4,0,them
6512,4,0,4,0,our
8043,4,0,3,1,his
6408,4,0,1,3,my companions
6406,4,0,3,1,"this soft , good , amiable creature"
8065,4,0,3,1,the two courtiers
2274,4,0,1,3,Some of them
1449,4,0,2,2,The showman
7975,4,0,1,3,the wife
1424,4,0,4,0,their
7964,4,0,0,4,thy father
1479,4,0,0,4,his brother
6366,4,0,4,0,we
7954,4,0,2,2,our parents
1488,4,0,3,1,his
7952,4,0,2,2,thy sister
2309,4,0,2,2,some officers
8081,4,0,0,4,the Queen
809,4,0,3,1,they
8115,4,0,4,0,we
1399,4,0,3,1,her
7909,4,0,3,1,herself
6302,4,0,1,3,his children
2584,4,0,4,0,our
1339,4,0,3,1,a miner
7445,4,0,4,0,thee
1571,4,0,1,3,our party
1570,4,0,4,0,Our
5742,4,0,4,0,he
6761,4,0,4,0,their
8521,4,0,3,1,"the man that himself as much as possible takes interest in the culture of his fellow - men,--is ready to despair when he sees how lightly mortals will destroy themselves , will blamelessly or blamably expose themselves to be destroyed"
6778,4,0,1,3,the master
5767,4,0,4,0,us
8480,4,0,4,0,us
5779,4,0,4,0,our
7720,4,0,3,1,your poet
6801,4,0,1,3,no woman
6287,3,0,3,0,We
790,3,0,1,2,his beloved
6863,3,0,2,1,the conqueror of the earth
8643,3,0,2,1,his
6865,3,0,0,3,a poet
6541,3,0,2,1,"that class of men whose art it is to draw towards themselves a portion of the money , and materials of enjoyment , which circulate in their appointed courses through the world"
7491,3,0,2,1,Each of us
7201,3,0,2,1,them
3927,3,0,3,0,they
573,3,0,3,0,their
7212,3,0,2,1,"a very pretty young man above , who without doubt would shortly become a first - rate amateur"
6510,3,0,1,2,a youth
3867,3,0,0,3,her mother
6856,3,0,0,3,kings
7244,3,0,2,1,any reasonable man
6314,3,0,1,2,our mother
7246,3,0,1,2,this noble family
7275,3,0,3,0,we
5480,3,0,1,2,her people
7500,3,0,2,1,his
7513,3,0,3,0,you
6278,3,0,1,2,the maid
7566,3,0,3,0,us
4336,3,0,3,0,our
4237,3,0,3,0,we
7139,3,0,0,3,your debtor
4206,3,0,3,0,our
9009,3,0,3,0,you
7141,3,0,3,0,we
4101,3,0,0,3,The stage - manager
7575,3,0,2,1,their
4095,3,0,2,1,they
4090,3,0,3,0,our
3956,3,0,3,0,our
5374,3,0,3,0,our
6557,3,0,2,1,the princes of this world
7557,3,0,1,2,Dear uncle
6553,3,0,3,0,ours
3992,3,0,3,0,our
574,3,0,3,0,its
6550,3,0,2,1,The great ones of the world
6344,3,0,2,1,all the characters
3963,3,0,2,1,some other actors
5484,3,0,2,1,his paternal grandfather
5701,3,0,3,0,our
6503,3,0,1,2,The old lady
6822,3,0,2,1,a _ dilettante _
6383,3,0,0,3,my grandfather
7366,3,0,2,1,the old fool
6780,3,0,3,0,we
747,3,0,3,0,we
3525,3,0,2,1,her
860,3,0,1,2,the lookers - on
3510,3,0,0,3,the little creature
7374,3,0,3,0,us
3499,3,0,2,1,All the actors
8003,3,0,2,1,his
5656,3,0,1,2,the fair one
5653,3,0,3,0,They
646,3,0,0,3,her mistress
6815,3,0,3,0,thou
9358,3,0,2,1,their
7464,3,0,2,1,faithful servants
3460,3,0,3,0,they
8587,3,0,1,2,Lothario 's sister
9363,3,0,2,1,many a woman who distrusts herself
7420,3,0,0,3,patrons
6410,3,0,0,3,a soldier
6414,3,0,0,3,the tailor
983,3,0,2,1,they
9321,3,0,3,0,our
8586,3,0,2,1,she
7135,3,0,0,3,a fool
5681,3,0,3,0,his
3774,3,0,3,0,they
3771,3,0,2,1,his
3762,3,0,3,0,our
9217,3,0,3,0,you
7295,3,0,3,0,her
9219,3,0,2,1,gentlemen
3718,3,0,3,0,They
7931,3,0,0,3,you men
6836,3,0,2,1,his
3688,3,0,1,2,the little girl
9245,3,0,2,1,the miserable being whose smallest necessity is unprovided for
9267,3,0,3,0,Thou
7703,3,0,2,1,even tolerable men
7312,3,0,0,3,a king
6496,3,0,2,1,his
5522,3,0,2,1,these children
3646,3,0,0,3,the whole
5683,3,0,3,0,our
3636,3,0,3,0,our
807,3,0,2,1,he
9300,3,0,3,0,You
3617,3,0,2,1,her
5524,3,0,0,3,our doctor
4355,3,0,3,0,Our
5288,3,0,1,2,young people
4377,3,0,3,0,they
5076,3,0,2,1,certain pious but rigorously orthodox people
5064,3,0,2,1,"some champions of religion , who seem to be animated more by zeal than feeling for it"
5061,3,0,3,0,we
8400,3,0,0,3,a physician
8771,3,0,1,2,the mothers
5042,3,0,2,1,Both of us
7757,3,0,2,1,them
6996,3,0,0,3,actor
6999,3,0,0,3,thousands
5016,3,0,3,0,we
7003,3,0,3,0,us
6899,3,0,1,2,many people
5906,3,0,3,0,her
8834,3,0,3,0,we
8481,3,0,2,1,they
5318,3,0,3,0,my
7005,3,0,1,2,a good child
7006,3,0,1,2,the lady - manager
8845,3,0,2,1,the relatives and future heirs of my protectress
5942,3,0,2,1,their
4872,3,0,3,0,our
8360,3,0,3,0,you
6886,3,0,3,0,you
4862,3,0,2,1,no discreet young woman
7754,3,0,0,3,a people
5868,3,0,3,0,ourselves
4859,3,0,3,0,our
8435,3,0,2,1,the Creator of the world
5274,3,0,0,3,the architect
8709,3,0,3,0,you
5820,3,0,3,0,you
6909,3,0,2,1,her
8009,3,0,3,0,thou
5242,3,0,3,0,us
8705,3,0,3,0,We
5237,3,0,2,1,their
6928,3,0,2,1,the comic poet
5221,3,0,3,0,our
848,3,0,1,2,the parents
5847,3,0,2,1,her
7740,3,0,2,1,your fellows
5200,3,0,1,2,the chaplain
8719,3,0,2,1,your generous friend
5855,3,0,2,1,she
6963,3,0,3,0,we
8739,3,0,3,0,we
6967,3,0,3,0,you
6700,3,0,2,1,Another woman
8450,3,0,2,1,his
5123,3,0,3,0,him
6981,3,0,3,0,we
701,3,0,2,1,me
4844,3,0,3,0,they
5285,3,0,2,1,them
561,3,0,2,1,his
4644,3,0,0,3,his dear
8295,3,0,2,1,any actor
4632,3,0,3,0,they
7878,3,0,1,2,such persons
5771,3,0,3,0,us
8261,3,0,1,2,the master of the house
8243,3,0,2,1,The guests you entertain
7887,3,0,3,0,us
8996,3,0,2,1,those friends of his
4546,3,0,2,1,persons laboring under chronical and partly incurable distempers
4544,3,0,1,2,her new friend
7719,3,0,3,0,You
7089,3,0,1,2,such a man
8207,3,0,2,1,Whoever has the talent
4517,3,0,2,1,persons such as commonly
4486,3,0,2,1,them
8999,3,0,3,0,you
8204,3,0,3,0,us
7582,3,0,3,0,thou
8198,3,0,0,3,other people
6235,3,0,0,3,All of us
7106,3,0,3,0,thou
4409,3,0,1,2,the people of the house
781,3,0,1,2,parents
4678,3,0,2,1,these two boys
4842,3,0,2,1,his
7057,3,0,2,1,the studious writer
7773,3,0,3,0,you
7013,3,0,2,1,our dearest Pedant
6005,3,0,3,0,they
4822,3,0,3,0,them
4794,3,0,2,1,the active housewife
8901,3,0,1,2,my benefactress
7622,3,0,0,3,princes
4772,3,0,2,1,they
6880,3,0,3,0,they
6069,3,0,0,3,A Brave Boy
7015,3,0,3,0,us
6620,3,0,2,1,the one in the arms of the other
8499,3,0,2,1,the happy pair
